code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06060070],(07.06.2006),"Během jízdy na silnici pro motorová vozidla mimo obec se ukázalo, že Vaše vozidlo ve stoupání nedosahuje rychlosti nejméně 80 km/h (např. pro nedostatečný výkon motoru nebo pro hmotnost přepravovaného nákladu). Můžete pokračovat v jízdě po této silnici?",,"Ano. Důležité je, že vozidlo může dosáhnout této rychlosti na rovině.",Ne. Silnici pro motorová vozidla musíte opustit na nejbližším výjezdu.,Ne. Vozidlo musíte odstavit na krajnici a označit jako překážku provozu.
[06060071],(07.06.2006),"Po pozemní komunikaci jde osoba, která vede psa. Vztahují se na ni povinnosti průvodce vedených zvířat?",,Ne.,Ano.,
[06060072],(07.06.2006),Zastavit znamená:,,Uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.,"Povinnost řidiče nezahájit jízdní úkon nebo v něm nepokračovat, jestliže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","Přerušit jízdu z důvodu nezávislého na vůli řidiče, například při poruše vozidla."
[06060074],(07.06.2006),Patří k povinnostem účastníka provozu na pozemních komunikacích řídit se pokyny strážníků obecní policie?,,Ano.,Ne.,
[06060075],(07.06.2006),Během jízdy může kouřit:,,Řidič osobního motorového vozidla.,Řidič motocyklu a mopedu.,Řidič vozidla hromadné dopravy osob.
[06060076],(07.06.2006),Provozovatel silničního motorového vozidla nesmí provozovat na pozemních komunikacích vozidlo:,,Které je technicky nezpůsobilé k provozu.,Které spotřebou pohonných hmot přesahuje limity stanovené výrobcem vozidla.,K jehož pohonu má být podle návodu k použití užit pouze bezolovnatý benzín.
[06060079],(07.06.2006),Vozidlo hromadné dopravy osob je:,,"Autobus, trolejbus nebo tramvaj.",Motorové vozidlo s nejméně osmi místy pro cestující.,Vozidlo taxislužby.
[06060080],(07.06.2006),"Patří vojenský policista mezi osoby, které jsou oprávněny k řízení provozu na pozemních komunikacích?",,Ano.,Ne.,
[06060082],(07.06.2006),Řidič na pozemní komunikaci s jednosměrným provozem:,,"Smí couvat, jestliže je to nezbytně nutné, například k zajetí do řady stojících vozidel nebo vyjetí z ní.","Nesmí couvat, i když je to nezbytně nutné, například k zajetí do řady stojících vozidel nebo vyjetí z ní.","Smí couvat, jestliže je tato pozemní komunikace široká nejméně 6 metrů."
[06060083],(07.06.2006),Řidič motorového vozidla:,,"Se nesmí otáčet na místech nepřehledných nebo jinak nebezpečných, např. v nepřehledné zatáčce a její blízkosti nebo před nepřehledným vrcholem stoupání pozemní komunikace, na něm a za ním.","Se může otáčet na přechodu pro chodce nebo na přejezdu pro cyklisty nebo v jejich těsné blízkosti, pokud tím neohrozí bezpečnost ostatních účastníků silničního provozu.","Se může otáčet v těsné blízkosti železničního přejezdu, pokud je železniční zabezpečovací zařízení funkční."
[06060084],(07.06.2006),Přejíždět z jednoho jízdního pruhu do druhého smí řidič jen tehdy:,,"Neohrozí-li a neomezí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; přitom musí dávat znamení o změně směru jízdy.","Neomezí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; znamení o změně směru nedává.","Neohrozí-li řidiče jedoucího v jízdním pruhu, do kterého přejíždí; znamení o změně směru nedává."
[06060096],(08.06.2006),"Kdy smíte při jízdě s motorovým vozidlem, které je vybaveno světly pro denní svícení, těmito světly svítit?",,"Pouze při nesnížené viditelnosti, a to bez současného použití obrysových světel.",Při nesnížené viditelnosti samostatně a při současném použití obrysových světel i při snížené viditelnosti.,Pouze v době od 6.00 hodin do 20.00 hodin a jen při současném použití obrysových světel.
[06060097],(09.06.2006),Podél tramvaje se jezdí:,,"Vpravo, pokud není dopravní značkou ""Objíždění tramvaje"" povolena jízda vlevo.","Vpravo i vlevo, pokud je tramvajový pás ve stejné úrovni s vozovkou.","Vpravo; vlevo smí řidič jet v případě, stojí-li tramvaj v zastávce."
[06060098],(09.06.2006),Řidič při vjíždění na pozemní komunikaci z místa ležícího mimo pozemní komunikaci musí:,/Vestnik/GetImageQuestion/0096_6328544611369_127943157137230528.swf.mp4,Dát přednost v jízdě ostatním účastníkům provozu na pozemních komunikacích.,Brát ohled na ostatní účastníky provozu na pozemních komunikacích.,Dát přednost v jízdě vozidlům přijíždějícím zprava.
[06060099],(09.06.2006),Tramvaj zastavila v zastávce bez nástupního ostrůvku. Řidič jiného vozidla jedoucího za touto tramvají musí:,,"Zastavit vozidlo. Pokračovat v jízdě smí teprve tehdy, neohrozí-li již cestující, kteří nastupují nebo vystupují.","Zastavit vozidlo na dobu, než tramvaj odjede z prostoru zastávky.",Tramvaj se zvýšenou opatrností objet vlevo; přitom musí svou jízdu přizpůsobit zejména možnosti vstoupení chodců do vozovky.
[06060101],(09.06.2006),"Řidič, který se po předjetí zařazuje před vozidlo, které předjel:",,"Musí dávat znamení o změně směru jízdy a nesmí ohrozit ani omezit řidiče vozidla, které předjel.","Může omezit řidiče vozidla, které předjel, a musí dávat znamení o změně směru jízdy.","Nemusí dávat znamení o změně směru jízdy, pokud neomezí řidiče vozidla, které předjel."
[06060102],(09.06.2006),"Řidič motorového vozidla o maximální přípustné hmotnosti převyšující 3 500 kg, s výjimkou autobusu, smí jet mimo obec rychlostí nejvýše:",,80 km.h-1.,90 km.h-1.,70 km.h-1.
[06060103],(09.06.2006),"Pokud není dopravní značkou ""Nejvyšší dovolená rychlost"" dovolena rychlost vyšší, smí jet řidič v obci rychlostí nejvýše:",,50 km.h-1.,60 km.h-1.,70 km.h-1.
[06060104],(09.06.2006),Při použití sněhových řetězů na vozidle smí jet řidič:,,Rychlostí nejvýše 50 km.h-1,Rychlostí nejvýše 30 km.h-1.,Rychlostí nejvýše 80 km.h-1.
[06060107],(09.06.2006),Řidiči protijedoucích vozidel se vyhýbají:,,"Vpravo, včas a v dostatečné míře.","Vlevo, včas a v dostatečné míře.","Vpravo, při zachování minimálního bočního odstupu 1 m."
[06060108],(09.06.2006),Ustanovení o provozu na dálnici platí:,,Pro dálnici a silnici pro motorová vozidla.,Jen pro dálnice.,"Pro všechny pozemní komunikace, s výjimkou místních komunikací."
[06060109],(09.06.2006),Vjíždět na dálnici a vyjíždět z dálnice smí řidič:,,Jen na místech k tomu určených.,Potahového vozidla nebo nemotorového vozidla pouze u parkoviště.,Rychlostí vozidla nepřesahující 50 km.h-1.
[06060111],(09.06.2006),"Na křižovatce, kde není dopravními značkami rozlišena přednost v jízdě, řidič musí dát přednost v jízdě:",,Vozidlům nebo jezdcům na zvířatech přijíždějícím zprava nebo organizované skupině chodců nebo průvodcům hnaných zvířat se zvířaty přicházejícím zprava.,"Motorovým vozidlům nebo jezdcům na zvířatech přijíždějícím zprava, tramvajím v obou směrech a chodcům přicházejícím zprava.",Vozidlům nebo jezdcům na zvířatech přijíždějícím zleva nebo organizované skupině chodců nebo průvodcům hnaných zvířat se zvířaty přicházejícím zleva.
[06060113],(09.06.2006),"Řidič nesmí vjet do křižovatky, nedovoluje-li mu situace pokračovat v jízdě v křižovatce a za křižovatkou, takže by byl nucen zastavit vozidlo v křižovatce. To neplatí:",,Pokud důvodem zastavení vozidla je plnění povinnosti umožnit chodci nerušené a bezpečné přejití vozovky na přechodu pro chodce nebo povinnost dát přednost v jízdě při odbočování vlevo.,"Pokud důvodem zastavení vozidla je, že řidič hodlá v této křižovatce couvat.","Pokud řidič musel zastavit vozidlo v křižovatce vzhledem k dopravní situaci, zejména kvůli hustému provozu."
[06060114],(09.06.2006),"Řidič nesmí vjet do křižovatky, nedovoluje-li mu situace pokračovat v jízdě v křižovatce a za křižovatkou, takže by byl nucen zastavit vozidlo v křižovatce. To neplatí:",,Pokud důvodem zastavení vozidla je plnění povinnosti umožnit chodci nerušené a bezpečné přejití vozovky na přechodu pro chodce nebo povinnost dát přednost v jízdě při odbočování vlevo.,"Pokud důvodem zastavení vozidla je, že řidič hodlá v této křižovatce nebo v její bezprostřední blízkosti couvat.","Pokud řidič musel zastavit vozidlo proto, že kvůli hustému provozu zastavila i vozidla jedoucí před ním."
[06060116],(09.06.2006),Zajíždí-li řidič za účelem zastavení nebo stání k okraji pozemní komunikace nebo k chodníku:,,Musí dávat znamení o změně směru jízdy.,Nemusí dávat znamení o změně směru jízdy.,"Nemusí dávat znamení o změně směru jízdy, pokud neohrozí nebo neomezí vozidla jedoucí za ním."
[06060117],(09.06.2006),Nastupovat do vozidla nebo vystupovat z něj se smí jen tehdy:,,Není-li tím ohrožena bezpečnost nastupujících nebo vystupujících osob ani jiných účastníků provozu na pozemních komunikacích.,"Zastaví-li vozidlo v obci na místě k tomu určeném, například na parkovišti.",Není-li tím ohrožena bezpečnost nastupujících nebo vystupujících osob bez ohledu na ostatní účastníky provozu na pozemních komunikacích.
[06060118],(09.06.2006),"Je-li dávána výstraha přerušovaným zvukem houkačky nebo zvonku přejezdového zabezpečovacího zařízení, znamená to, že řidič:",,Nesmí vjíždět na železniční přejezd.,Může přejezd bezpečně přejet.,Musí při přejíždění přejezdu dbát zvýšené opatrnosti.
[06060119],(09.06.2006),Vozidla se před železničním přejezdem řadí:,,"Za sebou v pořadí, ve kterém přijela.",Náhodně.,"Tak, aby všichni řidiči měli náležitý výhled na železniční přejezd."
[06060120],(09.06.2006),Při přejíždění železničního přejezdu nesmí řidič:,,Zbytečně prodlužovat dobu jeho přejíždění.,Náhle snížit rychlost jízdy.,Dávat zvuková výstražná znamení.
[06060121],(09.06.2006),"Je-li dávána výstraha dvěma červenými střídavě přerušovanými světly signálu přejezdového zabezpečovacího zařízení, znamená to, že řidič:",,Nesmí vjíždět na železniční přejezd.,Smí vjíždět na železniční přejezd.,Musí zapnout výstražné světelné zařízení.
[06060122],(09.06.2006),"Svítí-li přerušované bílé světlo signálu přejezdového zabezpečovacího zařízení, smí 50 m před železničním přejezdem a při jeho přejíždění jet řidič rychlostí:",,Nejvýše 50 km.h-1.,Nejvýše 30 km.h-1.,Nejvýše 40 km.h-1.
[06060125],(10.06.2006),"Řidič, který se hodlá vzdálit od vozidla tak, že nemůže v případě potřeby okamžitě zasáhnout:",,"Musí učinit taková opatření, aby vozidlo nemohlo ohrozit bezpečnost provozu na pozemních komunikacích a nemohla je neoprávněně užít jiná osoba.",Musí vypnout motor a zapalování a použít parkovací brzdu nebo zařadit rychlostní stupeň.,"Musí dát výstražné znamení zapnutím výstražného světelného zařízení, vypnout motor a zapalování."
[06060126],(10.06.2006),"Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným:",,Je řidič porouchaného vozidla podle okolností oprávněn zastavovat jiná vozidla.,"Je řidič porouchaného vozidla povinen neprodleně odstranit vozidlo z tunelu, například jeho odtlačením.","Je řidič porouchaného vozidla povinen neprodleně opravit závadu, která mu brání v alespoň nouzovém dojetí."
[06060127],(10.06.2006),"Dojde-li při jízdě vozidla v tunelu k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným:",,Řidič ani přepravovaná osoba nesmí kouřit ani zacházet s otevřeným ohněm. Nezávislé topení nepojízdného vozidla musí v tunelu být vypnuto.,Řidič ani přepravovaná osoba nesmí kouřit ani zacházet s otevřeným ohněm. Nezávislé topení nepojízdného vozidla může v tunelu zůstat zapnuto.,"Řidič ani přepravovaná osoba nesmí zacházet s otevřeným ohněm, kouřit mohou pouze na místech k tomu určených. Nezávislé topení nepojízdného vozidla může v tunelu zůstat zapnuto."
[06060128],(10.06.2006),"Při jízdě v tunelu došlo k poruše vozidla, pro kterou se toto vozidlo stalo nepojízdným. Řidič porouchaného vozidla je:",,Oprávněn podle okolností zastavovat jiná vozidla.,Povinen zapnout výstražné světelné zařízení a neprodleně opustit tunel.,"Povinen neprodleně odstranit závadu, která mu brání v další jízdě, nebo nepojízdné vozidlo z tunelu odstranit."
[06060129],(10.06.2006),"V tunelu došlo k poruše motorového vozidla, které se stalo nepojízdným. Jako řidič takového vozidla nesmíte:",,Kouřit ani zacházet s otevřeným ohněm.,"Kouřit; zacházet s otevřeným ohněm v tunelu smíte, pokud je to nezbytné k odstranění závady vozidla.",Zacházet s otevřeným ohněm; kouřit v tunelu smíte jen na místech označených jako únikové východy.
[06060130],(10.06.2006),Obytná zóna je:,,"Zastavěná oblast, jejíž začátek je označen dopravní značkou ""Obytná zóna"" a konec je označen dopravní značkou ""Konec obytné zóny"".","Každé sídliště s nejméně 500 obyvatel, jehož začátek je označen dopravní značkou ""Sídliště"" a konec je označen dopravní značkou ""Konec sídliště"".","Obec s minimálně 50 trvale žijícími obyvateli, jejíž začátek je označen dopravní značkou ""Obec"" a konec je označen dopravní značkou ""Konec obce""."
[06060133],(10.06.2006),Přednost při čerpání pohonných hmot mají:,,Řidiči vozidel s právem přednostní jízdy.,Řidiči vozidel hromadné dopravy osob (např. autobusů).,"Řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze."
[06060134],(10.06.2006),Při vlečení motorového vozidla se smí jet rychlostí:,,Nejvýše 60 km/h.,Nejvýše 90 km/h.,Nejvýše 70 km/h.
[06060136],(10.06.2006),"Ten, kdo způsobil překážku provozu na pozemních komunikacích:",,"Musí ji neprodleně odstranit; neučiní-li tak, odstraní ji na jeho náklady vlastník pozemní komunikace.","Oznámí to neprodleně vlastníkovi pozemní komunikace, který překážku na vlastní náklady odstraní.","Oznámí to neprodleně policii, která zajistí její označení."
[06060137],(10.06.2006),Při zastavení vozidla před železničním přejezdem:,,"Nesmí řidič užít ani potkávací světla, pokud by jimi mohl oslnit řidiče v protisměru.",Musí řidič motorového vozidla zařadit rychlostní stupeň nebo použít parkovací brzdu.,Musí řidič motorového vozidla okamžitě vypnout motor.
[06060138],(01.10.2018),"Svítí-li zvláštní výstražné světlo modré nebo modré a červené barvy na stojícím vozidle, musí řidiči ostatních vozidel podle okolností:",,Snížit rychlost jízdy a popřípadě i zastavit vozidlo.,Opatrně otočit vozidlo a jet jinou trasou.,"Urychleně opustit místo, kde toto vozidlo stojí."
[06060140],(10.06.2006),Při čerpání pohonných hmot mají přednost:,,Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.,Řidiči vozidel s právem přednostní jízdy; k upozornění ostatních řidičů však musejí použít zvláštních výstražných znamení.,"Řidiči vozidel hromadné dopravy osob, např. autobusů, a řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze."
[06060141],(10.06.2006),Při čerpání pohonných hmot mají přednost:,,Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.,Řidiči vozidel přepravujících osobu těžce postiženou nebo těžce pohybově postiženou.,"Řidiči autobusů a řidiči vozidel přepravujících zboží, které podléhá rychlé zkáze."
[06060142],(10.06.2006),Překážka provozu na pozemních komunikacích musí být označena:,,"Tak, aby ji jiný účastník provozu na pozemních komunikacích mohl včas a z dostatečné vzdálenosti zpozorovat.","Pouze pokud se nachází na dálnici, silnici pro motorová vozidla nebo silnici I. třídy.","Pouze pokud se nachází v nepřehledném úseku pozemní komunikace, např. v zatáčce nebo před vrcholem stoupání pozemní komunikace."
[06060143],(10.06.2006),"Dojde-li při dopravní nehodě k poškození pozemní komunikace, jsou účastníci dopravní nehody povinni:",,Neprodleně ohlásit tuto událost Policii České republiky.,Neprodleně ohlásit tuto událost vlastníkovi pozemní komunikace.,Neprodleně ohlásit tuto událost příslušnému obecnímu úřadu obce s rozšířenou působností.
[06060144],(10.06.2006),"Dojde-li při dopravní nehodě k poškození životního prostředí, jsou účastníci dopravní nehody povinni:",,Neprodleně ohlásit tuto událost Policii České republiky.,Neprodleně ohlásit tuto událost vlastníkům všech dotčených pozemků.,Neprodleně ohlásit tuto událost Inspekci životního prostředí.
[06060145],(10.06.2006),"Při řízení provozu na křižovatce znamená pro řidiče signál se současně svítícím červeným a žlutým světlem ""Pozor!"":",,Povinnost připravit se k jízdě.,"Upozornění, že řízení provozu světelnými signály bude ukončeno.","Povinnost zastavit vozidlo před světelným signalizačním zařízením, neboť bude následovat signál ""Stůj!""."
[06060146],(10.06.2006),"""Signál žlutého světla ve tvaru chodce"", jímž je doplněn signál se zelenou šipkou směřující vpravo nebo vlevo, upozorňuje řidiče, že při jízdě směrem, kterým tato šipka ukazuje:",,"Křižuje směr chůze přecházejících chodců, kterým musí dát přednost.",Začíná obytná zóna nebo pěší zóna.,Není zřízen chodník a chodci proto mohou jít po levém okraji vozovky.
[06060150],(12.06.2006),"Nesvítí-li přerušované bílé světlo signálu přejezdového zabezpečovacího zařízení, smí řidič ve vzdálenosti 50 m před železničním přejezdem a při jeho přejíždění jet rychlostí:",,Nejvýše 30 km/h.,Nejvýše 50 km/h.,Nejméně 30 km/h.
[06060151],(07.06.2006),V prostoru čerpací stanice pohonných hmot je zakázáno:,,Opravovat motor vozidla.,Opravovat elektrická zařízení na vozidle.,Opravovat jakoukoli součást vozidla.
[06060152],(07.06.2006),V prostoru čerpací stanice pohonných hmot je zakázáno:,,Seřizovat motor vozidla.,"Zdržovat se déle, než je nezbytně nutné.",Opravovat vozidlo.
[06060153],(12.06.2006),Při čerpání pohonných hmot mají přednost:,,Řidiči vozidel s právem přednostní jízdy; přitom nepoužívají zvláštních výstražných znamení.,Řidiči vozidel s právem přednostní jízdy; k upozornění ostatních řidičů však musejí použít zvláštních výstražných znamení.,"Řidiči vozidel hromadné dopravy osob, např. autobusů, a řidiči nákladních vozidel."
[06060155],(12.06.2006),Jaký je vztah mezi světelnými signály a svislými dopravními značkami upravujícími přednost?,/Vestnik/GetImageQuestion/0299_6328571150952_127945811095233750.swf.mp4,Světelné signály jsou nadřazeny svislým dopravním značkám upravujícím přednost.,Svislé dopravní značky upravující přednost jsou nadřazeny světelným signálům.,Světelné signály jsou postaveny na roveň svislým dopravním značkám upravujícím přednost.
[06060156],(12.06.2006),V obytné zóně řidič smí jet rychlostí:,,Nejvýše 20 km.h-1.,Nejvýše 40 km.h-1.,Nejvýše 30 km.h-1.
[06060157],(12.06.2006),"Při přepravě sypkých substrátů, například písku, musí být:",,"Náklad zajištěn tak, aby nedocházelo k jeho samovolnému odlétávání, například plachtou.",Vozidlo viditelně označeno zvláštním označením vozidla přepravujícího sypké substráty.,"Vozidlo vybaveno zvláštním výstražným světlem oranžové barvy, které musí být při jízdě zapnuté."
[06060159],(12.06.2006),"Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při nastupování do autobusu, trolejbusu či tramvaje mimo zastávku vstoupily do vozovky:",,Je dopravce oprávněn zastavovat ostatní vozidla.,Musí řidič na nezbytně nutnou dobu zastavit ostatní projíždějící vozidla.,Je každý z cestujících starší 18 let oprávněn zastavovat ostatní vozidla.
[06060172],(12.06.2006),V obytné a pěší zóně je stání dovoleno:,,Jen na místech označených jako parkoviště.,"Kdekoliv, s výjimkou míst označených dopravní značkou ""Zákaz zastavení"" nebo ""Zákaz stání"".","Jen na krajnici nebo na chodníku, i když tato místa nejsou označena jako parkoviště."
[06060173],(12.06.2006),"Při řízení provozu na křižovatce signál se současně svítícím červeným a žlutým světlem ""Pozor!"" znamená pro řidiče povinnost:",,Připravit se k jízdě.,Zastavit vozidlo.,Dbát při průjezdu křižovatkou zvýšené opatrnosti.
[06060174],(12.06.2006),V prostoru čerpací stanice pohonných hmot:,,Je řidiči i přepravované osobě zakázáno kouřit.,Je řidiči zakázáno se vzdalovat od vozidla.,Musí ve vozidle vždy zůstat alespoň jedna osoba starší 18 let.
[06060175],(12.06.2006),Před čerpáním pohonných hmot musí řidič:,,Zastavit motor a vypnout zapalování.,Zastavit motor a vypnout zapalování; to neplatí pro řidiče vozidel se vznětovým motorem.,Vždy vozidlo zajistit proti pohybu zabrzděním a zařazením rychlostního stupně.
[06060176],(12.06.2006),Světelné signály:,,Jsou nadřazeny svislým dopravním značkám upravujícím přednost.,Jsou nadřazeny všem dopravním značkám.,Jsou nadřazeny pokynům příslušníků nebo orgánů vojenské pořádkové služby.
[06060177],(12.06.2006),Při přepravě živých zvířat:,,"Nesmí být ohrožena bezpečnost řidiče, přepravovaných osob ani zvířat a ani bezpečnost provozu na pozemních komunikacích.",Musí být u vozidel i za nesnížené viditelnosti rozsvícena jen potkávací světla.,Musí být vozidlo vybaveno zvláštními výstražnými světly oranžové barvy.
[06060178],(12.06.2006),Účastníci dopravní nehody jsou povinni:,,"Učinit vhodná opatření, aby nebyla ohrožena bezpečnost provozu na pozemních komunikacích v místě dopravní nehody, a vyžadují-li to okolnosti, jsou oprávněni zastavovat jiná vozidla.",Neprodleně odstranit vozidla poškozená při nehodě na místo ležící mimo silnici.,"Neprodleně zastavit ostatní vozidla až do doby, než se na místo nehody dostaví příslušník policie."
[06060179],(12.06.2006),Při přepravě nákladu:,,Nesmí být překročena maximální přípustná hmotnost vozidla a maximální přípustná hmotnost na nápravu vozidla.,Smí být užitečná hmotnost vozidla překročena nejvýše o 10%.,Smí být užitečná hmotnost vozidla překročena nejvýše o 20%.
[06060180],(12.06.2006),V provozu na pozemních komunikacích je zakázáno:,,"Neoprávněně užívat zvláštních výstražných světel a zvláštního zvukového výstražného znamení, které užívá vozidlo s právem přednostní jízdy.",Troubit.,Svítit za nesnížené viditelnosti.
[06060181],(12.06.2006),Z jedoucího vozidla dává policista ve stejnokroji znamení k zastavení vozidla:,,"Kýváním paže nahoru a dolů nebo vysunutým zastavovacím terčem, popřípadě rozsvícením nápisu ""STOP"".",Zapínáním potkávacích nebo dálkových světel.,Zvukovým výstražným znamením a zapnutím zařízení umožňujícího výstražnou funkci směrových světel.
[06060182],(12.06.2006),Vozidlům s právem přednostní jízdy a vozidlům jimi doprovázeným musí řidiči ostatních vozidel:,,"Umožnit bezpečný a plynulý průjezd, a jestliže je to nutné i zastavit vozidlo na takovém místě, aby jim nepřekážela.","Umožnit bezpečné předjetí, nejsou však povinni jim umožnit bezpečný a plynulý průjezd.",Umožnit bezpečný a plynulý průjezd okamžitým zastavením vozidla.
[06060183],(09.06.2006),Vozidla vjíždějící na pozemní komunikaci:,,"Musí být předem očištěna, aby neznečišťovala pozemní komunikaci.","Nemusí být předem očištěna, pokud pozemní komunikaci pouze přejíždějí.",Musí předem dávat světelné výstražné znamení.
[06060184],(09.06.2006),Řidiči protijedoucích vozidel se vyhýbají:,,"Vpravo, včas a v dostatečné míře.",Zásadně vlevo.,"Tak, aby zachovali boční odstup alespoň 2 m."
[06060185],(09.06.2006),Při couvání řidič nesmí:,,Ohrozit ostatní účastníky provozu na pozemní komunikaci.,Kouřit.,Omezit ostatní účastníky silničního provozu.
[06060188],(12.06.2006),Motorové vozidlo musí mít za jízdy:,,"Rozsvícena obrysová světla a potkávací světla nebo světla pro denní svícení, pokud je jimi vybaveno podle zvláštního právního předpisu.",Zavřena boční okna.,Vždy rozsvícena všechna světla.
[06060189],(12.06.2006),Při vjíždění na kruhový objezd a jízdě po kruhovém objezdu:,,"Řidič nedává znamení o změně směru jízdy, nepřejíždí-li z jednoho jízdního pruhu do druhého.",Řidič dává vždy znamení o změně směru jízdy.,Řidič nedává znamení o změně směru jízdy ani při přejíždění z pruhu do pruhu.
[06060190],(12.06.2006),Vozidlo musí mít za jízdy při snížené viditelnosti:,,"Rozsvícena obrysová a potkávací světla nebo dálková světla, pokud je jimi vybaveno podle zvláštního právního předpisu.",Rozsvícena jen dálková světla.,Rozsvícena jen tlumená světla.
[06060191],(12.06.2006),Svislé stálé dopravní značky jsou nadřazeny:,,Vodorovným dopravním značkám.,Pokynům policisty.,Světelným signálům.
[06060192],(12.06.2006),Řidič nesmí kouřit:,,"Při jízdě na motocyklu, na mopedu a na jízdním kole.",Jen při jízdě na jízdním kole.,Při řízení nákladního automobilu.
[06060193],(12.06.2006),Řidič nesmí požít alkoholický nápoj:,,Během jízdy.,Bezprostředně po skončení jízdy.,Ještě hodinu po skončení jízdy.
[06060194],(01.10.2018),Svítí-li zvláštní výstražné světlo modré nebo modré a červené barvy na stojícím vozidle:,,Musí řidiči ostatních vozidel podle okolností snížit rychlost jízdy a popřípadě i zastavit vozidlo.,Musí řidiči ostatních vozidel vždy zastavit vozidlo.,Musí ostatní řidiči zastavit vozidlo na krajnici.
[06060195],(12.06.2006),Řidič nesmí při jízdě vozidlem:,,Držet v ruce nebo jiným způsobem telefonní přístroj nebo jiné hovorové nebo záznamové zařízení.,Mít nasazeny ochranné brýle.,Prudce zrychlovat.
[06060196],(13.06.2006),Řidič nesmí při jízdě vozidlem:,,Držet v ruce nebo jiným způsobem telefonní přístroj nebo jiné hovorové nebo záznamové zařízení.,Telefonovat ani komunikovat prostřednictvím jiného hovorového zařízení.,Telefonovat jen při jízdě v obci.
[06060197],(13.06.2006),Při zařazování z připojovacího pruhu do průběžného pruhu:,,Řidič nesmí ohrozit řidiče jedoucí v průběžném pruhu.,Řidič nesmí omezit řidiče vozidla jedoucího v průběžném pruhu.,Musí řidič jedoucí v připojovacím pruhu dosáhnout stejné rychlosti jako ostatní řidiči.
[06060198],(12.06.2006),Znamení k zastavení vozidla dává policista ve stejnokroji:,,"Vztyčenou paží nebo zastavovacím terčem a za snížené viditelnosti červeným světlem, kterým pohybuje v horním půlkruhu.",Píšťalkou.,Kýváním směrovkou nahoru a dolů.
[06060199],(12.06.2006),Na dálnici a na silnici pro motorová vozidla je zastavení a stání dovoleno:,,Jen na místech označených jako parkoviště.,Jen na krajnici nebo na středním dělícím pásu.,"Kdekoliv, pokud tím nejsou ohroženi ani omezeni řidiči ostatních vozidel jedoucích po dálnici nebo silnici pro motorová vozidla."
[06060201],(12.06.2006),Signál dvou vedle sebe umístěných střídavě přerušovaných červených světel znamená pro řidiče:,,Povinnost zastavit vozidlo před světelným signalizačním zařízením.,Povinnost zařadit nižší rychlostní stupeň.,Možnost zvýšit rychlost jízdy.
[06060202],(12.06.2006),Před železničním přejezdem:,,"Si musí řidič počínat zvlášť opatrně, zejména se přesvědčit, zda může železniční přejezd bezpečně přejet.",Řidič nesmí řadit rychlostní stupně.,"Musí řidič vždy zastavit, aby se přesvědčil, zda může železniční přejezd bezpečně přejet."
[06060203],(13.06.2006),Kdo způsobil překážku provozu na pozemních komunikacích:,,"Musí ji neprodleně odstranit, a neučiní-li tak, odstraní ji na jeho náklad vlastník pozemní komunikace.","Musí ji odstranit nejpozději do 24 hodin, a neučiní-li tak, odstraní ji správce komunikace na svůj vlastní náklad.","Není povinen ji odstranit, překážku je vždy povinen odstranit správce komunikace na svůj vlastní náklad."
[06060204],(13.06.2006),Účastníci dopravní nehody jsou povinni:,,"Umožnit obnovení provozu na pozemních komunikacích, zejména provozu vozidel hromadné dopravy osob.",Zajistit svědky nehody.,"Umožnit odstranění vozidel poškozených při nehodě na místo ležící mimo silnici bez ohledu na to, vyžaduje-li to obnovení silničního provozu či nikoliv."
[06060205],(12.06.2006),Účastníci dopravní nehody jsou povinni:,,Prokázat si na požádání navzájem svou totožnost.,Navzájem si předložit doklad o zaplacení pojistného.,Navzájem si předložit osvědčení o vozidle.
[06060206],(12.06.2006),Řidič smí zastavit a stát:,,Vpravo ve směru jízdy co nejblíže k okraji pozemní komunikace a na jednosměrné pozemní komunikaci vpravo i vlevo.,Jen vlevo ve směru jízdy.,Jen mimo vozovku.
[06060209],(09.06.2006),Řidič smí jet jen takovou rychlostí:,,"Aby byl schopen zastavit vozidlo na vzdálenost, na kterou má rozhled.","Aby byl schopen zastavit vozidlo, když mu nedá jiný řidič přednost v jízdě.",Aby byl schopen zastavit vozidlo na vzdálenost 100 m.
[06060210],(09.06.2006),Řidič nesmí požít alkoholický nápoj nebo užít návykovou látku:,,Během jízdy.,Bezprostředně po skončení jízdy.,Do 24 hodin po skončení jízdy.
