code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[22020006],(07.02.2022),Jak se zachováte jako řidič vozidla z výhledu na následující křižovatce?,/Vestnik/GetImageQuestion/eTesty_1014.png,Dám přednost zprava červenému vozidlu.,Dám přednost v jízdě  pouze vozidlům na hlavní pozemní komunikaci,"Mám přednost před červeným vozidlem, protože na vedlejší komunikaci zprava je značka Stůj, dej přednost v jízdě!"
[22020007],(07.02.2022),"Jak se zachováte na následující křižovatce jako řidič vozidla z výhledu, který odbočuje vlevo?",/Vestnik/GetImageQuestion/eTesty_1015.png,Dám přednost v jízdě vozidlům na hlavní pozemní komunikaci a poté odbočím vlevo před protijedoucím modrým vozidlem.,Křižovatkou projedu jako poslední.,Dám přednost v jízdě vozidlům na hlavní pozemní komunikaci a modrému protijedoucímu vozidlu.
[22020018],(07.02.2022),Na vyobrazené dopravní situaci řidič osobního automobilu jedoucí v přímém směru:,/Vestnik/GetImageQuestion/eTesty_1099.png,má přednost v jízdě před tramvají.,jede současně s tramvají.,musí dát přednost v jízdě tramvaji.
[22020021],(07.02.2022),Řidič vozidla z výhledu hodlá odbočit vlevo. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/eTesty_1117.png,"Jako první projede tramvaj, následně vozidlo z výhledu.",Tramvaj i vozidlo z výhledu projedou současně.,"Jako první projede vozidlo z výhledu, následně tramvaj."
[22020033],(07.02.2022),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/eTesty_1163.png,má přednost v jízdě před vozidly jedoucími po kruhovém objezdu.,musí dát přednost v jízdě vozidlům pohybujícím se po kruhovém objezdu.,
[22020034],(07.02.2022),Řidič červeného vozidla jedoucí po kruhovém objezdu:,/Vestnik/GetImageQuestion/eTesty_1164.png,musí dát přednost v jízdě vozidlům vjíždějícím na kruhový objezd.,má přednost v jízdě na kruhovém objezdu.,musí zastavit a dát přednost v jízdě vozidlům vjíždějícím na kruhový objezd.
[22050001],(27.05.2022),Ve vyobrazené dopravní situaci na silnici pro motorová vozidla:,/Vestnik/GetImageQuestion/ADS2107.mp4,řidič červeného vozidla nesplnil povinnost vytvořit prostor pro průjezd vozidla s právem přednostní jízdy z důvodu kolony stojících a pomalu jedoucích vozidel.,"řidiči všech vozidel mají povinnost se zařadit co nejvíce vlevo, aby při pravém okraji komunikace vytvořili prostor pro průjezd vozidla s právem přednostní jízdy z důvodu kolony stojících a pomalu jedoucích vozidel.",jsou řidiči vozidel povinni vytvořit prostor pro průjezd vozidla s právem přednostní jízdy až v okamžiku jeho příjezdu.
[22050002],(27.05.2022),Ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/ADS2108.mp4,by měli řidič vozidla z výhledu i cyklista předvídat možnost otevření dveří do vozovky vzhledem k vystupující osobě z vozidla na chodník.,"nesmí cyklista vyjet z jízdního pruhu pro cyklisty z důvodu vyhýbání se překážce a musí jet takovou rychlostí, aby před ní stačil zastavit.","cyklista porušil pravidla silničního provozu, protože nedodržel minimální bezpečný boční odstup 1,5 m od zaparkovaných vozidel."
[22050003],(27.05.2022),Pohybují-li se pomalu nebo stojí-li vozidla za sebou:,/Vestnik/GetImageQuestion/ADS2109.mp4,"může cyklista jedoucí stejným směrem tato vozidla předjíždět nebo objíždět z pravé strany po pravém okraji vozovky nebo krajnici. To neplatí, odbočuje-li vozidlo vpravo a dává-li znamení o změně směru jízdy.","může motocyklista jedoucí stejným směrem tato vozidla předjíždět nebo objíždět z pravé strany po pravém okraji vozovky nebo krajnici. To neplatí, odbočuje-li vozidlo vpravo a dává-li znamení o změně směru jízdy.","může motocyklista tato vozidla předjíždět nebo objíždět, pokud je mezi vozidly dostatek místa."
[22050004],(27.05.2022),Ve vyobrazené dopravní situaci řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/VDS2101.mp4,"aby zabránil střetu s motocyklistou, sníží rychlost jízdy a přestože odbočuje vlevo, uhýbá k pravému okraji vozovky.","musí se zařadit co nejdále vlevo v části vozovky určené pro jeho směr jízdy, neboť odbočuje vlevo, na předjíždějícího motocyklistu nemusí brát ohled.",aby zabránil střetu s motocyklistou musí se zařadit co nejdále vlevo v části vozovky určené pro jeho směr jízdy a vytvořit tak bezpečný prostor v pravé části vozovky.
[22050005],(27.05.2022),Ve vyobrazené dopravní situaci musí řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/VDS2102.mp4,"přizpůsobit své chování a rychlost vozidla tak, aby mohl včas reagovat na případné vběhnutí chodců zpoza autobusu do vozovky.",umožnit vyjetí autobusu ze zastávky.,"zastavit a pokračovat v jízdě až po vyjetí autobusu ze zastávky, aby se předešlo střetu s chodci, kteří mohou vyběhnout zpoza autobusu do vozovky."
[22050006],(27.05.2022),S ohledem na defenzivní způsob jízdy řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/VDS2103.mp4,by měl zvýšit pozornost a přizpůsobit svou jízdu zejména kvůli omezenému výhledu způsobenému zastavením autobusu v zastávce.,"věnuje pozornost pouze chodcům, jinak má dostatečný přímý rozhled a nemusí tak snižovat rychlost jízdy, protože je na hlavní pozemní komunikaci.",musí zastavit vozidlo za autobusem a vyčkat jeho odjezdu ze zastávky.
[22050016],(27.05.2022),Řidič vozidla z výhledu musí ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/eTesty_1165.png,"dát přednost vozidlům přijíždějícím do křižovatky po hlavní pozemní komunikaci a vozidlům přijíždějícím ""zprava"".",vždy zastavit vozidlo před přechodem pro chodce.,dát přednost pouze vozidlům přijíždějícím do křižovatky po hlavní pozemní komunikaci.
[22100001],(18.10.2022),Vyhodnoťte nejzávažnější riziko v animaci:,/Vestnik/GetImageQuestion/ADS2101.mp4,cyklista.,dodávka na vedlejší pozemní komunikaci.,přecházející chodkyně.
[22100002],(18.10.2022),Ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/ADS2102.mp4,By řidiči měli v souvislosti s klimatickými podmínkami očekávat možnost vzniku překážky a rizikového chování ostatních řidičů.,Při ztížených klimatických podmínkách si řidič jedoucí první určuje směr jízdy a ostatní řidiči se musí přizpůsobit jeho jízdě.,Svislá dopravní značka zakazuje přejíždět do levého jízdního pruhu při ztížených klimatických podmínkách.
[22100003],(18.10.2022),Jaká pravidla silničního provozu musíme dodržovat v následující dopravní situaci?,/Vestnik/GetImageQuestion/ADS2103.mp4,Počínat si zvláště obezřetně vůči ostatním účastníkům provozu a při výjezdu z obytné zóny dávat přednost všem účastníkům silničního provozu.,Dodržovat nejvyšší dovolenou rychlost 30 km/h.,"Dávat přednost všem couvajícím vozidlům, hrajícím si dětem na vozovce a psům na vodítku, dodržovat nejvyšší povolenou rychlosti 25 km/h."
[22100004],(18.10.2022),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/ADS2110.mp4,"je upozorněn červenými směrovými sloupky na riziková místa, kde může docházet k výjezdům zemědělské techniky.",musí sledovat situaci v provozu a dát přednost v jízdě vozidlům vyjíždějícím z pozemní komunikace označené červenými směrovými sloupky.,se v úseku označeném červenými směrovými sloupky může pohybovat nejvyšší dovolenou rychlostí 70 km/hod.
[22100005],(18.10.2022),Ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/ADS2111.mp4,řidič červeného vozidla nepřizpůsobil rychlost při průjezdu zatáčkou na mokré vozovce.,"řidič vozidla z výhledu jel na pozemní komunikaci mimo obec vyšší rychlostí, než mu zákon umožňuje.",řidič červeného vozidla nemohl předvídat možnost smyku svého vozidla.
[22100006],(18.10.2022),Ve vyobrazené dopravní situaci řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/ADS2112.mp4,"nesmí objíždět tramvaj, pokud to není umožněno dopravní značkou „Objíždění tramvaje“.","může objíždět tramvaj, pokud neohrozí osoby vystupující z tramvaje.","může objíždět tramvaj, pokud neohrozí protijedoucí řidiče."
[22100007],(18.10.2022),S ohledem na defenzivní způsob jízdy řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/ADS2113.mp4,nebude v této dopravní situaci předjíždět jezdce na koloběžce a bude dodržovat bezpečnou vzdálenost minimálně 2 sekundy.,zvýší rychlost jízdy a předjede jezdce na koloběžce ještě před zúžením.,"nebude v této dopravní situaci předjíždět jezdce na koloběžce a bude dodržovat bezpečnou vzdálenost 0,7 sekundy na reakční dobu řidiče plus 0,3 sekundy na prodlevu brzd."
[22100008],(18.10.2022),Ve vyobrazené dopravní situaci chodkyně na přechodu pro chodce,/Vestnik/GetImageQuestion/ADS2114.mp4,"se před přecházením po přechodu pro chodce musela přesvědčit, zda pozemní komunikaci může přejít, aby nevstoupila bezprostředně před jedoucí vozidlo.","se před přecházením po přechodu pro chodce nemusela přesvědčit, zda pozemní komunikaci může přejít, protože má na přechodu pro chodce absolutní přednost.",se při přecházení po přechodu pro chodce nemusí věnovat situaci v provozu.
[22100009],(18.10.2022),Dodržel řidič vozidla z výhledu bezpečnou vzdálenost pro případnou náhlou změnu jízdy nebo pád cyklisty?,/Vestnik/GetImageQuestion/ADS2115.mp4,dodržel bezpečnou vzdálenost za cyklistou.,nedodržel bezpečnou vzdálenost pro jízdu předepsanou v piktogramovém koridoru pro cyklisty.,"dodržel bezpečnou vzdálenost, ale překročil nejvyšší dovolenou rychlost."
[22100010],(18.10.2022),Ve vyobrazené dopravní situaci řidič kamionu při odbočování vpravo,/Vestnik/GetImageQuestion/VDS2104.mp4,mohl vybočit ze směru své jízdy vlevo s ohledem na rozměry vozidla.,vjel neoprávněně do protisměru a tím ohrozil protijedoucí vozidlo z výhledu.,"nedal přednost v jízdě řidiči vozidla z výhledu, který jel po hlavní pozemní komunikaci."
[22100011],(18.10.2022),Dodržel řidič vozidla z výhledu bezpečnou vzdálenost a nejvyšší dovolenou rychlost?,/Vestnik/GetImageQuestion/VDS2105.mp4,Dodržel bezpečnou vzdálenost a nepřekročil nejvyšší dovolenou rychlost.,Nedodržel bezpečnou vzdálenost a překročil nejvyšší dovolenou rychlost.,"Dodržel bezpečnou vzdálenost, ale překročil nejvyšší dovolenou rychlost na železničním přejezdu."
[23030001],(08.03.2023),Řidič nákladního vozidla ve vyobrazené dopravní situaci při odbočování vpravo s ohledem na rozměry vozidla musel nejdříve vybočit ze směru své jízdy vlevo a přitom,/Vestnik/GetImageQuestion/VDS2201.mp4,musel dávat pouze znamení o změně směru jízdy vpravo.,musel dát nejdříve znamení o změně směru jízdy vlevo a poté vpravo.,nemusel dávat znamení o změně směru jízdy.
[23030002],(08.03.2023),Ve vyobrazené dopravní situaci řidič osobního motorového vozidla,/Vestnik/GetImageQuestion/VDS2202_varianta_2.mp4 (720p).mp4,"musel snížit rychlost jízdy, případně zastavit, aby umožnil vyjetí autobusu ze zastávky.","nesměl umožnit vyjetí autobusu ze zastávky, protože by snížením rychlosti jízdy, případně zastavením, mohl ohrozit řidiče za ním jedoucích vozidel.","nemusel umožnit vyjetí autobusu ze zastávky, ale jedná se o slušnost vůči řidiči autobusu."
[23030003],(08.03.2023),Provedl řidič nákladního vozidla ve vyobrazené dopravní situaci odbočení vlevo bezpečně a v souladu s pravidly silničního provozu?,/Vestnik/GetImageQuestion/ADS2201_v2.mp4,"Ne, měl omezený přímý výhled způsobený protijedoucím vozidlem odbočujícím vlevo a zároveň nezohlednil délku svého vozidla.","Ne, měl omezený přímý výhled způsobený protijedoucím vozidlem odbočujícím vlevo. Délku vozidla zohlednit nemusel.","Ano, řidič nákladního vozidla měl dostatečný rozhled a při odbočení neomezil ani neohrozil protijedoucího řidiče vozidla z výhledu."
[23030004],(08.03.2023),Řidič vozidla z výhledu ve vyobrazené křižovatce s kruhovým objezdem:,/Vestnik/GetImageQuestion/eTesty_1332.png,Má přednost v jízdě před vozidly jedoucími po kruhovém objezdu.,Musí dát přednost v jízdě vozidlům jedoucím po kruhovém objezdu.,Se musí na tomto kruhovém objezdu pouze otočit a jet zpět.
[23060001],(22.06.2023),Ve vyobrazené dopravní situaci řidič vozidla z výhledu,/Vestnik/GetImageQuestion/HPF1_VDS2203_HD.mp4,"musel umožnit nevidomému chodci nerušené a bezpečné přejití vozovky, protože bylo zřejmé, že nevidomý chodec hodlá přecházet vozovku po přechodu pro chodce.","nemusel zastavit před přechodem pro chodce, nevidomý chodec byl ještě daleko od místa přecházení vozovky a řidič měl dostatek času přechod pro chodce přejet, aniž by chodce ohrozil nebo omezil.","nemusel umožnit nevidomému chodci přejití vozovky, protože ten se dopustil přestupku, kdy hodlal sám, bez doprovodu přecházet vozovku."
[23060002],(22.06.2023),Nevidomý chodec signalizuje úmysl přejít vozovku,/Vestnik/GetImageQuestion/HPF1_VDS2204_HD.mp4,mávnutím bílou slepeckou holí ve směru přecházení.,ťukáním bílé slepecké hole o konec chodníku.,"otočením hlavy ze strany na stranu, jako kdyby se rozhlížel."
[23060003],(22.06.2023),Řidič vozidla z výhledu ve vyobrazené dopravní situaci,/Vestnik/GetImageQuestion/HPF1_ADS2202_HD.mp4,"musel dbát zvýšené opatrnosti i v případě, že šel nevidomý chodec po chodníku a přizpůsobit svou jízdu tak, aby byl schopný reagovat na případnou neočekávanou reakci nevidomého chodce.","nemusel dbát zvýšené opatrnosti, protože nevidomý chodec šel po chodníku a neměl tedy důvod této situaci přizpůsobit svou jízdu.","musel dbát zvýšené opatrnosti a dodržet zákonem stanovený odstup minimálně 2 m od nevidomého chodce, aby mohl zabránit případné kolizi."
[23060006],(22.06.2023),Došlo ve vyobrazené dopravní situaci k porušení pravidel silničního provozu?,/Vestnik/GetImageQuestion/HPF1_VDS2207_HD.mp4,"Ano, chodec se před tím, než vstoupil na přechod pro chodce nepřesvědčil o situaci v provozu a vběhl bezprostředně před řidiče motocyklu.","Ano, řidič motocyklu musel zastavit za autobusem, který stojí v obci v zastávce a pokračovat až po jeho odjetí.","Ne, chodec má na přechodu přednost a řidič motocyklu tomu přizpůsobil rychlost své jízdy."
[23060007],(22.06.2023),"Jak se musí ve vyobrazené dopravní situaci zachovat řidič vozidla z výhledu v místě označeném bílou klikatou čárou na vozovce za dopravní značkou ,,Chodci”?",/Vestnik/GetImageQuestion/HPF1_ADS2203_HD.mp4,Musí zde projíždět se zvýšenou opatrností a přizpůsobit rychlost jízdy zvýšenému pohybu chodců.,Musí kvůli zvýšenému pohybu chodců jet v bezpečném odstupu od kraje vozovky. Povinný odstup od kraje vozovky je vyznačen bílou klikatou čárou na vozovce.,"Musí umožnit chodcům, aby v tomto místě přešli vozovku a to zpomalením nebo i zastavením vozidla."
[23060008],(22.06.2023),Ve vyobrazené dopravní situaci osoba na osobním přepravníku,/Vestnik/GetImageQuestion/HPF1_VDS2208_HD.mp4,mohla jet po chodníku a přejet po přechodu pro chodce.,"nesměla jet ani po chodníku, ani přejet po přechodu pro chodce.","mohla jet po chodníku, ale nesměla přejet po přechodu pro chodce."
[23060009],(22.06.2023),Porušili řidič vozidla z výhledu a řidič bílého osobního vozidla ve vyobrazené dopravní situaci při předjíždění cyklisty pravidla silničního provozu?,/Vestnik/GetImageQuestion/HPF1_ADS2204_HD.mp4,"Ne neporušili, při předjíždění cyklisty mohli přejet podélnou čáru souvislou, aby dodrželi minimální boční odstup 1,5 m.","Ano porušili, předjížděli cyklistu v místě, kde byla na vozovce vyznačena podélná čára souvislá.","Ano porušili, mohli sice cyklistu předjíždět, ale nesměli přitom přejet podélnou čáru souvislou."
[23060010],(22.06.2023),"Musí řidič vozidla z výhledu ve vyobrazené dopravní situaci dodržet zákonem stanovený bezpečný boční odstup nejméně 1,5 m od cyklisty?",/Vestnik/GetImageQuestion/HPF1_ADS2205_HD.mp4,"Ne, cyklista jede ve vyhrazeném jízdním pruhu pro cyklisty, nejedná se tedy o předjíždění.","Ano, cyklista jede ve vyhrazeném jízdním pruhu pro cyklisty, jedná se o předjíždění cyklisty řidičem.","Ano, pokud však cyklista jede ve vyhrazeném jízdním pruhu pro cyklisty, bezpečný boční odstup je stanoven na nejméně 1 m."
[23060011],(22.06.2023),Vyhodnoťte nejzávažnější riziko v ukázce,/Vestnik/GetImageQuestion/HPF1_VDS2209_HD.mp4,jezdec na koloběžce na přechodu pro chodce.,chodec na přechodu pro chodce.,autobus stojící v autobusové zastávce.
[24030036],(07.03.2024),Zachoval se řidič vozidla z výhledu při zařazování do průběžného jízdního pruhu správně?,/Vestnik/GetImageQuestion/HPF1_ADS2206_HD.mp4,"ano, využil celou délku připojovacího pruhu, aby dosáhl rychlosti vozidel v průběžném jízdním pruhu a zařadil se do něj.","ne, na konci připojovacího pruhu měl zastavit a zařadit se až poté, kdy se přesvědčil o tom, že situace v průběžném jízdním pruhu mu to umožňuje.","ne, do průběžného jízdního pruhu měl najet okamžitě na začátku připojovacího pruhu, protože v průběžném jízdním pruhu nejelo žádné vozidlo."
[24030037],(07.03.2024),Ve vyobrazené dopravní situaci řidič vozidla jedoucí v průběžném jízdním pruhu:,/Vestnik/GetImageQuestion/HPF1_ADS2207_HD.mp4,"způsobil nebezpečnou dopravní situaci, tím, že zastavil v průběžném jízdním pruhu.","správně zastavil, aby umožnil zařazení vozidla z připojovacího pruhu.",měl umožnit najetí vozidla z připojovacího pruhu najetím do levého jízdního pruhu.
[24030038],(07.03.2024),Ve vyobrazené dopravní situaci řidič protijedoucího vozidla:,/Vestnik/GetImageQuestion/HPF1_ADS2208_HD.mp4,při předjíždění ohrozil řidiče vozidla z výhledu.,nesměl v daném místě předjíždět.,"předjížděl bezpečně, dostatečná šířka vozovky umožňovala, aby se protijedoucí vozidla vyhnula."
[24030039],(07.03.2024),Dodržel řidič vozidla z výhledu v ukázce dostatečnou bezpečnou vzdálenost od před ním jedoucího vozidla?,/Vestnik/GetImageQuestion/HPF1_ADS2209_HD.mp4,"Ano, vzdálenost mezi vozidly byla minimálně 2 sekundy.","Ano, vzdálenost mezi vozidly byla minimálně 1 sekundu.","Ne, bezpečná vzdálenost byla nedostatečná."
[24030040],(07.03.2024),Jak se zachováte jako řidič vozidla z výhledu v ukázce v úseku s vyznačenými šipkami na vozovce?,/Vestnik/GetImageQuestion/HPF1_ADS2210_HD.mp4,"Pojedu tak, aby vzdálenost od vozidla přede mnou odpovídala minimálně vzdálenosti dvou celých šipek na vozovce.","Zvětším vzdálenost, tak abych viděl minimálně 3 šipky na vozovce mezi mnou a vozidlem přede mnou.","Zpomalím, šipky jsou optickou brzdou a upozorňují mě na rizikové místo na komunikaci."
[24030041],(07.03.2024),Jak se jako řidič vozidla z výhledu zachovám ve vyobrazené dopravní situaci s ohledem na zásady bezpečné a defenzivní jízdy?,/Vestnik/GetImageQuestion/HPF1_ADS2211_HD.mp4,"Zpomalím, abych vytvořil větší prostor pro řešení rizikové situace.","Budu pokračovat stejnou rychlostí, situace v levém jízdním pruhu se mě netýká.","Zvýším rychlost jízdy tak, abych se vyhnul rizikové situaci v levém jízdním pruhu."
[24030042],(07.03.2024),K jakému porušení silničních pravidel ve vyobrazené dopravní situaci došlo?,/Vestnik/GetImageQuestion/HPF1_ADS2212_HD.mp4,"Řidič modrého vozidla, které vjíždělo na kruhový objezd, nedal přednost v jízdě řidiči vozidla z výhledu, který jel po kruhovém objezdu.","Řidič autobusu nedal přednost v jízdě řidiči vozidla z výhledu, který vjížděl na kruhový objezd.",Řidič vozidla z výhledu nesměl zastavit před přechodem pro chodce při výjezdu z kruhového objezdu.
[24030043],(07.03.2024),K jakému porušení silničních pravidel došlo ve vyobrazené dopravní situaci?,/Vestnik/GetImageQuestion/HPF1_ADS2213_HD.mp4,"Chodkyně se před vstupem do vozovky nerozhlédla, nevěnovala se situaci v provozu.","Řidič vozidla z výhledu ohrozil chodkyni, která přecházela po přechodu pro chodce.",Řidič vozidla z výhledu zastavil před přechodem pro chodce v místě výjezdu z kruhového objezdu.
[24030044],(07.03.2024),Musí ve vyobrazené dopravní situaci řidič vozidla z výhledu zastavit vozidlo před jednokolejným železničním přejezdem?,/Vestnik/GetImageQuestion/HPF1_ADS2214_HD.mp4,"Musí, protože mu to přikazuje svislá dopravní značka.","Nemusí, protože právě přejel vlak. Jedná se o jednokolejný přejezd, nemůže tedy ihned po něm jet vlak další.","Musí, protože řidič má povinnost zastavit před každým železničním přejezdem."
[24030045],(07.03.2024),Jako řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/HPF1_ADS2215_HD.mp4,"mám povinnost sledovat situaci v provozu, abych v případě nutnosti mohl včasnou reakcí odvrátit hrozící nebezpečí střetu i přesto, že jsem na hlavní pozemní komunikaci.","na hlavní pozemní komunikaci nemusím reagovat na hrozící nebezpečí střetu, ostatní účastníci jsou povinni odvrátit hrozící nebezpečí střetu, které jsem nezavinil.",na hlavní pozemní komunikaci nemám povinnost sledovat ostatní účastníky provozu.
[24070001],(22.07.2024),"Musí řidič vozidla z výhledu sledovat i situaci vpravo, v místě podélně zaparkovaných vozidel?",/Vestnik/GetImageQuestion/ADS2218_vyjezd_podelne_zaparkovaneho_auta.mp4,"Ano, řidič je povinen sledovat situaci v provozu na pozemních komunikacích a předvídat hrozící nebezpečí spočívající mj. i v tom, že některý z parkujících řidičů může při vyjíždění z parkovacího místa za ním jedoucí vozidlo přehlédnout.","Nemusí, jede po hlavní komunikaci a řidiči ostatních vozidel mu musí dát přednost v jízdě.","Musí, protože má povinnost umožnit vyjetí řidiči zaparkovaného vozidla."
[24070002],(22.07.2024),Cyklista starší 10 let ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/ADS2219_cyklista_jede_pres_prechod.mp4,Nesmí jet po chodníku ani po přechodu pro chodce.,"Nesmí jet po chodníku, ale smí jet po přechodu pro chodce.",Smí přejet po vyznačeném přejezdu pro cyklisty.
[24070003],(22.07.2024),"Jak se zachoval řidič oranžového vozidla ve vyobrazené dopravní situaci, přijíždějící k železničnímu přejezdu, před kterým je umístěna dopravní značka “Stůj, dej přednost v jízdě!”?",/Vestnik/GetImageQuestion/ADS2222_zeleznic._prejezd_bez_zavor.mp4,"Měl za povinnost zastavit vozidlo před železničním přejezdem, protože mu to přikazovala svislá dopravní značka.","Správně odhadl dobu, kdy ještě bylo možné přejet bezpečně železniční přejezd.","Měl za povinnost zastavit vozidlo před železničním přejezdem, protože se jednalo o jednokolejný železniční přejezd."
[24070004],(22.07.2024),Ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/ADS2223_nezastaveni_pred_prechodem.mp4,"Řidič vozidla, který jede v levém jízdním pruhu, měl za povinnost zastavit vozidlo před přechodem pro chodce, protože zde zastavili řidiči vozidel jedoucích stejným směrem.","Chodec nesmí vstoupit na přechod pro chodce do doby, než zastaví vozidla řidiči jedoucí v obou jízdních pruzích v jednom směru.","Řidič vozidla jedoucí v levém jízdním pruhu, nemusí před přechodem pro chodce zastavit vozidlo, má dostatek času projet aniž by ohrozil nebo neohrozil chodce."
[24070005],(22.07.2024),Dodrželi řidiči vozidel odbočující na křižovatce vlevo pravidla provozu?,/Vestnik/GetImageQuestion/ADS2228_odbocovani_vlevo.mp4,"Ne, měli se správně vyhýbat vlevo.","Ano, oba dali znamení o změně směru jízdy.","Ne, před odbočováním vlevo měli povinnost se zařadit co nejblíže k pravému okraji vozovky."
[24070006],(22.07.2024),Řidič černého vozidla:,/Vestnik/GetImageQuestion/ADS2229_hlavni_nevede_primo.mp4,"Musí dát znamení o změně směru jízdy, protože mění směr jízdy doleva.","Nemusí dát znamení o změně směru jízdy, protože jede po hlavní pozemní komunikaci.","Musí dát znamení o změně směru jízdy, protože odbočuje na vedlejší pozemní komunikaci."
[24070007],(22.07.2024),Dodržel řidič bílého vozidla pravidla silničního provozu?,/Vestnik/GetImageQuestion/ADS2234_otaceni_na_prechodu_pro_chodce.mp4,"Ne, otáčení na přechodu pro chodce je zakázáno.","Ne, otáčení přes tramvajový pás je zakázáno.","Ano, na přechodu pro chodce nebyli chodci, které by ohrozil nebo omezil."
[24070008],(22.07.2024),Řidič vozidla z výhledu na křižovatce:,/Vestnik/GetImageQuestion/ADS2239_prednost_na_krizovatce.mp4,Má přednost v jízdě před řidičem protijedoucího vozidla.,Musí dát přednost v jízdě řidiči protijedoucího vozidla odbočujícího vlevo.,"Musí na takovém místě, odkud má náležitý rozhled, na příkaz svislé dopravní značky zastavit vozidlo."
[24070009],(22.07.2024),Řidič zeleného vozidla v dané dopravní situaci:,/Vestnik/GetImageQuestion/ADS2243_odboceni_pres_dvojitou_caru.mp4,Nesmí v tomto místě odbočit vlevo.,"Může odbočit pouze v případě, že odbočuje do místa vyznačeného červenými směrovými sloupky.","Může odbočit vlevo, nesmí však ohrozit řidiče protijedoucího vozidla."
[24070010],(22.07.2024),Došlo ve vyobrazené dopravní situaci k porušení pravidel silničního provozu?,/Vestnik/GetImageQuestion/ADS2251_odboceni_na_krizovatce.mp4,"Ano, řidič protijedoucího osobního vozidla při odbočování vlevo byl povinen dát přednost v jízdě řidiči motocyklu.","Ne, oba řidiči odbočili v souladu s pravidly silničního provozu.","Ano, řidič motocyklu nesměl při odbočování vpravo najíždět do levého jízdního pruhu."
