code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[08120030],(12.12.2008),"S čím musíte počítat v případě, že je náklad nerovnoměrně rozložen?",,Dojde k nepovolenému překročení zatížení náprav.,Nerovnoměrné rozložení nákladu nemá vliv na zatížení náprav.,Řízení vozidla nebude nijak ovlivněno.
[08120031],(12.12.2008),Přetížení nákladního vozidla lze předejít:,,Kontrolním vážením naloženého vozidla.,Brzdnou zkouškou s naloženým vozidlem.,Pohledem na deformaci pneumatik vozidla.
[08120032],(12.12.2008),"Je zapotřebí být opatrný, pokud řídíte poprvé vozidlo,které neznáte?",,Ano. Nevíte jak vozidlo reaguje např. při brzdění.,Ano. Pouze pokud je vozidlo je na jiný typ paliva.,Ne. Každé vozidlo se ovládá stejně.
[08120033],(12.12.2008),"Musíte být opatrní, chcete-li použít k jízdě vozidlo, se kterým jedete poprvé?",,Ano. Ovládací prvky a rozměry vozidla mohou být pro Vás nezvyklé.,Ano. Pouze pokud je vozidlo na jiný typ paliva.,Ne. Každé vozidlo se ovládá stejně.
[08120034],(12.12.2008),Smyk vozidla při průjezdu zatáčkou může způsobit?,,Vadný tlumič pérování vozidla.,Malá hmotnost vozidla.,Snížená viditelnost.
[10040005],(22.04.2010),Za protiprávní jednání při přepravě nebezpečného nákladu se považuje:,,pokud zboží není povoleno k přepravě.,pokud je  k přepravě použito vozidlo výroby starší než jsou dva roky.,pokud náklad není označen voděodolnou barvou s přesným chemickým složením.
[10040006],(01.03.2022),Za okružní jízdu se považuje:,,"mezinárodní příležitostná přeprava osob na objednávku po předem vyhrazené okružní trase, a je přepravovaná stejná skupina cestujících stejným vozidlem.",jízda s cestovní kanceláří s poznávacím cílem.,"přeprava osob na lince osobní dopravy městy a obcemi, kdy výchozí a konečné místo cesty je stejné."
[10040030],(26.04.2010),Za kombinovanou dopravu se považuje systém přepravy při kterém:,,"je zboží přepravováno v jedné a téže přepravní jednotce, využije se též železniční a vodní doprava.","osoby využívají různých druhů dopravních prostředků, např. autobusu nebo vlaku.",se jedná o dopravní obslužnost území ve vnitrostátní silniční dopravě.
[10040034],(26.04.2010),Snížit spotřebu paliva vozidla lze:,,"dodržováním tlaku vzduchu v pneumatikách, který je předepsaný výrobcem.",použitím dražšího paliva.,nepoužíváním nejvyššího převodového stupně.
[11040008],(29.04.2011),Protiblokovací brzdový systém (ABS):,,zajišťuje ovladatelnost vozidla při brzdění.,vždy zkracuje brzdnou dráhu vozidla.,"nemění brzdnou dráhu, zvyšuje pouze ovladatelnost vozidla při brzdění."
[22020010],(07.02.2022),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/eTesty_1039.png,musí předpokládat nečekané vběhnutí chodce do vozovky v místě zastávky autobusu.,"porušuje předpisy tím, že objíždí autobus po tramvajovém pásu.",nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.
[22020035],(07.02.2022),Řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/eTesty_1169.png,nesmí objíždět autobus; zastaví za ním a vyčká jeho odjezdu ze zastávky.,autobus v zastávce objede.,"porušuje předpisy tím, že objíždí autobus po tramvajovém pásu."
[22100014],(18.10.2022),Dodržel řidič červeného nákladního automobilu při rychlosti 72 km/h (20m/s) bezpečnou vzdálenost za vozidlem jedoucím před ním?,/Vestnik/GetImageQuestion/eTesty_1244.png,Ne.,Ano.,
[22100018],(18.10.2022),Může telefonování za jízdy při použití Handsfree ovlivnit reakční dobu řidiče?,/Vestnik/GetImageQuestion/eTesty_1392.png,Ano.,"Ne, reakční doba řidiče při použití Handsfree zůstává stejná a nemá vliv na dráhu pro zastavení vozidla.","Ne, závisí pouze na tom s kým telefonuje."
[22100019],(18.10.2022),Je minimální bezpečná vzdálenost mezi jedoucími vozidly zákonem přesně definována v metrech?,/Vestnik/GetImageQuestion/eTesty_1398.png,"Ne, je třeba zvážit všechny možné faktory. Zejména rychlost, technický stav a konstrukci vozidla, klimatické a adhezní podmínky a reakční dobu řidiče.","Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 20 metrů a u nákladních automobilů a autobusů vždy 30 metrů.","Ano, je třeba dodržet vždy bezpečnou vzdálenost minimálně 30 metrů a u nákladních automobilů a autobusů vždy 40 metrů."
[22100020],(18.10.2022),Ovlivní ovládání navigačního systému vozidla za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1400.png,Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,Ne. Ovládat navigační systém vozidla za jízdy neprodlužuje reakční dobu řidiče.,
[22100021],(20.10.2022),Ovlivní připojování nabíječky k mobilnímu telefonu za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1402.png,Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,Ne. Řidič má povinnost mít ve vozidle zapnutý mobilní telefon.,Ne. Pouhé zapojení nabíječky k mobilnímu telefonu nemůže mít vliv na reakční dobu řidiče a ovlivnit tak vyřešení mimořádné události v provozu na pozemních komunikacích.
[22100022],(20.10.2022),Ovlivní používání zkrášlovacích prostředků za jízdy reakční dobu řidiče nutnou ke sledování ařešení situací v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1403.png,Ano. Řidič se musí plně věnovat řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,Ne. Protože je důležité dojet do cílové destinace náležitě upraven.,Ne. Protože je možné volant držet bezpečně i jednou rukou.
[22100023],(20.10.2022),Může ovlivnit nevhodné obutí řidiče reakční dobu nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1404.png,Ano. Je vhodné používat k řízení obuv nelimitující řidiče při ovládání vozidla. Zejména při krizovém brzdění.,Ne. Je důležité dobře vypadat i při řízení motorového vozidla.,Ne. Obuv nemá žádný vliv na řízení vozidla.
[22100024],(20.10.2022),Může ovlivnit používání nevhodného obutí za jízdy reakční dobu řidiče nutnou k řešení situací v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1405.png,Ano. Je vhodné používat k řízení obuv nelimitující řidiče při ovládání vozidla. Zejména při krizovém brždění.,Ne. Obuv nemá žádný vliv na řízení vozidla.,Ne. Zejména v letním období je vhodné používat otevřenou obuv.
[22100025],(20.10.2022),Může ovlivnit nevhodně zabezpečené zvíře za jízdy reakční dobu řidiče a čas nutný k vyřešení mimořádné události v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1406.png,"Ano. Povinností řidiče je zabezpečit přepravované zvíře tak, aby neohrozilo řidiče a přepravované osoby.",Ne. Pokud nepřesahuje 20 cm v kohoutku.,Ne. Pokud prošlo náležitým výcvikem a tréninkem zajišťujícím jeho bezproblémové chování za jízdy vozidlem.
[22100026],(20.10.2022),"Za snížené viditelnosti, deště a zhoršených klimatických podmínek je bezpečný odstup za vpředu jedoucím vozidlem?",/Vestnik/GetImageQuestion/eTesty_1415.png,Časový odstup minimálně o 1 sekundu delší než za běžných podmínek.,Kratší než za dobré viditelnosti nebo běžných povětrnostních podmínek.,Stejný jako za dobré viditelnosti nebo běžných povětrnostních podmínek.
[22100027],(20.10.2022),Nedodržení bezpečné vzdálenosti za vpředu jedoucím vozidlem je v ČR:,/Vestnik/GetImageQuestion/eTesty_1416.png,jednou z nejčastějších příčin vzniku dopravních nehod.,jednou z nejméně častých příčin vzniku dopravních nehod.,"jedním z faktorů, který nemá na bezpečnost silničního provozu významný vliv."
[22100028],(20.10.2022),"Jakou metodou lze v případě krizové situace minimalizovat brzdnou dráhu na většině povrchů vozovky s vozidlem, které je vybaveno ABS?",/Vestnik/GetImageQuestion/eTesty_1420.png,Prudkým a silným sešlápnutím brzdového pedálu společně se sešlápnutím spojkového pedálu až k podlaze vozidla.,"Citlivým zabrzděním, zejména na kluzkých površích, a podřazováním na nižší převodové stupně.",Přerušovaným brzděním.
[22100029],(20.10.2022),Jakým způsobem lze určit optimální bezpečnou vzdálenost za vpředu jedoucím vozidlem?,/Vestnik/GetImageQuestion/eTesty_1421.png,"Metodou, při které se údaje vzdálenosti převádí na odhad času. Na začátek je třeba zvolit nějaký pevný bod na okraji pozemní komunikace (například strom). Od okamžiku, kdy vozidlo jedoucí před námi tento bod míjí, začne řidič počítat sekundy. Je-li interval, kdy ke zvolenému bodu přijede vozidlo kratší než 2 sekundy, nejedná se o minimální bezpečnou vzdálenost.",Vzdáleností mezi patníky u pozemní komunikace při jakékoliv rychlosti.,"Vždy minimálně 20 metrů od předu jedoucího vozidla, přičemž tuto vzdálenost řidičodhadne pomocí pevných bodů u pozemní komunikace."
[22100030],(20.10.2022),"Jakým způsobem systém Front assist (systém zabraňující, nebo snižující následky čelního střetu) pomáhá v krizové situaci?",/Vestnik/GetImageQuestion/eTesty_1425.png,"Radarovým senzorem, případně doplněným o obrysovou kameru, umístěným v přední části automobilu vyhodnocuje jeho vzdálenost od překážky a v případě nutnosti aktivuje brzdový systém. Před aktivací brzd upozorní řidiče zvukovým a vizuálním znamením.",Kamerou umístěnou v přední části automobilu nahrává viníka dopravní nehody.,Zesílením přední části automobilu zmírňuje následky případné dopravní nehody.
[22100036],(20.10.2022),V rámci dodržování bezpečné a defenzivní jízdy (například na dovolenou či služební cestu) by měl řidič vozidla z výhledu ve vyobrazené dopravní situaci:,/Vestnik/GetImageQuestion/eTesty_1454.png,vidět na vozovce minimálně dvě šipky za vpředu jedoucím vozidlem za běžných podmínek a dodržet tak doporučenou bezpečnou vzdálenost jedoucích vozidel.,vidět na vozovce minimálně jednu šipku za vpředu jedoucím vozidlem za běžných podmínek a dodržet tak doporučenou bezpečnou vzdálenost jedoucích vozidel.,vidět na vozovce minimálně jednu šipku pouze za vpředu jedoucím osobním vozidlem za běžných podmínek.
[22100037],(20.10.2022),Systém ESC (ESP):,/Vestnik/GetImageQuestion/eTesty_1458.png,Systém který pomáhá stabilizovat vozidlo při začínajícím smyku.,Udržuje vozidlo v jízdních pruzích.,Zajišťuje vyšší brzdný účinek automobilu.
[22100038],(04.03.2024),Airbag:,/Vestnik/GetImageQuestion/eTesty_1460.png,Plní svou funkci pouze při řádném užití bezpečnostních pásů.,Plně nahrazuje funkci bezpečnostních pásů.,Aktivuje se pouze při zapnutí bezpečnostního pásu.
[22100040],(20.10.2022),Ovlivní používání zkrášlovacích prostředků za jízdy reakční dobu řidiče nutnou ke sledování a řešení situací v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1475.png,Ano. Řidič se musí věnovat plně řízení vozidla a sledovat situace v provozu na pozemních komunikacích.,Ne. Je důležité přijet do cílové destinace řádně a náležitě upraven/upravena.,Ne. Při řazení rychlostních stupňů také nemusím držet volant oběma rukama.
[22100041],(20.10.2022),Ovlivní konzumace potravin za jízdy reakční dobu řidiče nutnou k vyřešení mimořádné události v provozu na pozemních komunikacích?,/Vestnik/GetImageQuestion/eTesty_1476.png,Ano. Řidič se musí věnovat plně řízení vozidla a sledovat situaci v provozu na pozemních komunikacích.,Ne. Konzumace potravin není zakázána.,Ne. Pokud konzumuje lehkou a vyváženou stravu.
[23030012],(08.03.2023),Může být přetížení nákladního vozidla při přepravě nákladu nebezpečné?,/Vestnik/GetImageQuestion/eTesty_1495.png,"Ano může, neboť přetížené vozidlo se v důsledku fyzikálních zákonů může stát neovladatelným.","Ne, nemůže. Pokud má řidič dostatek zkušeností s jízdou s přetíženým nákladem, tak dokáže všechny problémy s takovýmto vozidlem eliminovat.","Ne nemůže, přetížení vozidla není nebezpečné, pokud řidič dodržuje bezpečnostní přestávky a reaguje na povětrnostní podmínky a další podněty v provozu."
[23030030],(08.03.2023),Při přepravě dětí a jejich umístění do dětské autosedačky je důležité zejména dbát na:,/Vestnik/GetImageQuestion/eTesty_1523.png,"Výšku přepravovaného dítěte, která má zásadní vliv na polohu bezpečnostního pásu, ten nikdy nesmí vést přes krk dítěte.",Dostatečnou hmotnost přepravovaného dítěte a jeho neustálého kontaktu dolních končetin s podlahou vozidla.,"Umístění dětské autosedačky pouze za sedadlem spolujezdce, tedy vzadu vpravo. Jiná sedadla ve vozidle nejsou vybavena systémem ISOFIX."
[23030032],(08.03.2023),Kdy je nutné vypnout čelní airbag před sedadlem spolujezdce s ohledem na přepravu dětí v zádržném systému?,/Vestnik/GetImageQuestion/eTesty_1586.png,"Bezpodmínečně pokaždé, když je dítě přepravováno v dětském zádržném systému čelem proti směru jízdy automobilu (tzv. vajíčko/protisměrná dětská autosedačka). V případě zádržných systémů instalovaných ve směru jízdy vozidla se airbag nevypíná, ale doporučuje se posunout sedadlo s dětskou autosedačkou směrem dozadu od čelního airbagu.","Pokud mám na dětském zádržném systému použitém čelem proti směru jízdy automobilu (na tzv. vajíčku) ochranné madlo, není nutné čelní airbag vypínat.",V případě umístění dětské autosedačky na přední sedadlo zůstává tento bezpečnostní prvek vždy aktivní.
[23060004],(22.06.2023),Při průjezdu levotočivé zatáčky s ohledem na zásady bezpečné jízdy řidič motocyklu,/Vestnik/GetImageQuestion/HPF1_VDS2205_HD.mp4,"neměl by tělem přesahovat podélnou čáru souvislou, aby předcházel rizikovým situacím.","může tělem přesahovat do protisměrného jízdního pruhu, nesmí přesáhnout podélnou čáru souvislou koly motocyklu.","může tělem přesahovat do protisměrného jízdního pruhu, jelikož může kdykoli narovnat motocykl, vyhnout se překážce a následně pokračovat v průjezdu zatáčkou."
[23060005],(22.06.2023),Pro optimální průjezd pravotočivou zatáčkou s ohledem na zásady bezpečné jízdy najíždí řidič motocyklu do zatáčky,/Vestnik/GetImageQuestion/HPF1_VDS2206_HD.mp4,"do levé části svého jízdního pruhu, má tak větší poloměr při průjezdu zatáčkou a dříve tak vidí do zatáčky.","v pravé části svého jízdního pruhu, má tak větší poloměr při průjezdu zatáčkou a dříve tak vidí do zatáčky.","ke středu svého jízdního pruhu, má tak menší poloměr při průjezdu zatáčkou, není nutné, aby viděl co nejdále do zatáčky."
[23060012],(22.06.2023),S jakým rizikem může řidič počítat při jízdě za označeným výcvikovým vozidlem autoškoly?,/Vestnik/GetImageQuestion/eTesty_1429.png,"S tím, že vozidlo autoškoly může doprovázet žadatele o ŘO na motocyklu při výcviku nebo při závěrečných zkouškách.",S žádným rizikem. Nemusí brát ohled na tyto účastníky silničního provozu.,Nemusí brát zřetel na žádné zvýšené riziko.
[23060013],(22.06.2023),Ve vyobrazené dopravní situaci by měl řidič nákladního automobilu nebo autobusu v obci:,/Vestnik/GetImageQuestion/eTesty_1492.png,"Jet jen takovou rychlostí, aby byl schopen bezpečně zastavit vozidlo.",Jet minimálně 50 km/h.,"Jet nejvýše rychlostí, která je dána obecnou úpravou silničního provozu, není při tom nutno předvídat okolnosti vedoucí k náhlé nutnosti zastavit vozidlo."
[23060019],(22.06.2023),Mezi prvky pasivní bezpečnosti při jízdě na motocyklu patří:,,"přilba, ochranná bunda, rukavice, ochranné kalhoty a pevná kotníková obuv.",čistá zpětná zrcátka.,"prvky, které zvyšují komfort řidiče při řízení, např.: vyhřívané rukojeti, nastavitelný štít, volitelné nastavení tlumičů pérování."
[23060029],(22.06.2023),"Jedete za dvěma motocykly, jejichž řidiči používají označení “L” (autoškola). Je vzhledem k bezpečnosti silničního provozu vhodné se zařazovat při předjíždění mezi tato vozidla?",/Vestnik/GetImageQuestion/eTesty_1626.png,"Ne. Zákon o silničním provozu to sice nezakazuje, avšak nepřispěje to ke zvýšení bezpečnosti silničního provozu.",Ano. Navíc to přispěje ke zvýšení plynulosti silničního provozu.,Zařazování se mezi tato vozidla při předjíždění nemá žádný negativní vliv na bezpečnost provozu.
[23060030],(22.06.2023),Smí řidič vozidla z výhledu přejíždět podélnou čáru souvislou při předjíždění cyklisty?,/Vestnik/GetImageQuestion/eTesty_1628.png,Ano.,"Ne, řidič nesmí předjíždět, jelikož vodorovnou dopravní značku podélnou čáru souvislou je zakázáno přejíždět nebo ji nákladem přesahovat.","Ano, ale pouze v obci."
[23060035],(22.06.2023),Řidič vozidla hromadné dopravy osob by měl s ohledem na nevidomé osoby ve vyobrazené dopravní situaci zastavit.,/Vestnik/GetImageQuestion/eTesty_1655.png,"U signálního pásu z reliéfní dlažby tak, aby nevidomé osoby bezpečně poznaly místo nástupu do autobusu.","U označníku zastávky, protože nevidomé osoby ho naleznou pomocí slepecké hole.","Před nápisem BUS na vozovce, aby bylo vidět označení zastávky."
[23060039],(22.06.2023),"Při vyhýbání se překážce na motocyklu, směřuje pohled řidiče:",,"Dopředu ve směru, kam chce řidič jet.","Na překážku, které se chce řidič vyhnout.",Stále na jeden statický bod.
[23060040],(22.06.2023),Při otáčení se s motocyklem se řidič dívá:,,"Do směru, kam se otáčí.",Do směru před motocykl.,Na pohledu řidiče nezáleží.
[23060041],(22.06.2023),Při průjezdu zatáčkou na motocyklu:,/Vestnik/GetImageQuestion/eTesty_1677.png,Zůstávají obě dvě nohy na stupačkách.,"Pokud je zatáčka pravotočivá, pomáhá si řidič kontaktem pravého chodidla nohy se zemí.","Pokud je zatáčka pravotočivá, pomáhá si řidič kontaktem levého chodidla nohy se zemí."
[23060042],(22.06.2023),Při průjezdu mírné zatáčky na motocyklu:,/Vestnik/GetImageQuestion/eTesty_1678.png,Zatáčku projíždíme pod mírným plynem.,Zatáčku projíždíme za současného „vymáčknutí“ páčky spojky.,Zatáčku projíždíme za současného přibrzďování předního kola.
[23060043],(22.06.2023),Při průjezdu mírné zatáčky na motocyklu:,/Vestnik/GetImageQuestion/eTesty_1679.png,Je vhodné její projetí při rovnoměrném dávkování „plynu“.,"Je vhodné její projetí bez ""plynu“.",Je vhodné její projetí při výrazném zvyšování dávkování „plynu“.
[23060044],(22.06.2023),Řidič motocyklu před zastavením:,,Nejprve dobrzdí a teprve poté pokládá nohu na zem.,Nejprve pokládá nohu na zem a poté dobrzdí.,Nohu pokládá na zem s dostatečným předstihem před zastavením motocyklu.
[23060045],(22.06.2023),Jak může řidič snížit riziko střetu s projíždějícím cyklistou při vystupovaní z vozidla?,/Vestnik/GetImageQuestion/eTesty_1687.png,"Řidič vozidla využívá tzv. holandského manévru, kdy dveře otevře pravou (vzdálenější) rukou, která ho přinutí natočit tělo. Tímto způsobem lépe zkontroluje zpětné zrcátko a přes levé rameno se ohlédne vzad ještě před úplným otevřením dveří.","Řidič vozidla nemá povinnost, aby v dané situaci přemýšlel za ostatní účastníky provozu. Cyklista musí předvídat a rychlost jízdy přizpůsobit situaci, aby nedošlo ke kolizi.","Řidič vozidla se musí důkladně podívat do zpětného zrcátka na čelním skle a následně se ohlédne přes pravé rameno, aby celou situaci zkontroloval ve skle zadních dveří. Současně levou rukou otevírá dveře, aby projíždějícím cyklistům dal signál, že hodlá vystupovat."
[23060046],(22.06.2023),Řidič nákladního automobilu nebo autobusu ve vyobrazené dopravní situaci musí předvídat:,/Vestnik/GetImageQuestion/eTesty_1593.png,"Nebezpečí náhlého bočního poryvu větru i tam, kde ho dopravní značka neupozorní.","Nebezpečí náhlého bočního poryvu větru pouze tam, kde ho upozorní dopravní značka ""Boční vítr"".","Nebezpečí náhlého bočního poryvu větru pouze tam, kde ho upozorní tzv. ""větrný rukáv""."
[24030001],(05.03.2024),"Co se rozumí pod pojmem ""defenzivní jízda""?",,"Takový způsob jízdy, kdy se snažíme splynout se silničním provozem, k ostatním účastníkům silničního provozu se chováme ohleduplně,ukázněně a předvídáme i jejich možné chyby.","Takový způsob jízdy, ve kterém jde hlavně o to, abychom byli všude co nejrychleji a udělali co nejméně chyb.","Takový způsob jízdy, ve kterém soutěžíme s ostatními účastníky provozu o to, kdo je lepší řidič."
[24030004],(05.03.2024),Jakým způsobem může ovlivnit výhled z vozidla sloupek mezi čelnim sklem a bočním oknem?,/Vestnik/GetImageQuestion/eTesty_1622.png,"Takové omezení výhledu je dané konstrukcí vozidla, řidič by měl zohlednit prostor omezeného výhledu a kontrolovat situaci vyhlédnutím za sloupek, jen tak dokáže omezený výhled eliminovat.","Taková situace by neměla nastat, konstrukce karoserie je výrobcem uzpůsobena tak, aby měl řidič v každém okamžiku neomezený výhled před vozidlo. Výhled tedy není nikdy omezen.",Řidič nemůže takovou situaci vůbec ovlivnit.
[24030009],(05.03.2024),Který z uvedených sdělovačů informuje řidiče motorového vozidla o rozsvícených obrysových světlech?,,.,.,.
[24030010],(05.03.2024),Který z uvedených sdělovačů informuje řidiče motorového vozidla o rozsvícených potkávacích světlech?,,.,.,.
[24030011],(05.03.2024),Který z uvedených sdělovačů informuje řidiče motorového vozidla o rozsvícených dálkových světlech?,,.,.,.
[24030012],(05.03.2024),Který z uvedených sdělovačů informuje řidiče motorového vozidla o rozsvícených předních mlhových světlech?,,.,.,.
[24030013],(05.03.2024),Který z uvedených sdělovačů informuje řidiče motorového vozidla o rozsvícených zadních mlhových světlech?,,.,.,.
[24030014],(05.03.2024),Který z uvedených sdělovačů informuje řidiče motorového vozidla o závadě brzdového systému?,,.,.,.
[24070024],(22.07.2024),Mezi prvky aktivní bezpečnosti při jízdě na motocyklu patří:,,"Kvalitní pneumatiky s dostatečným vzorkem dezénu, asistenční systémy, čistota světel a zpětných zrcátek.","Přilba, ochranná bunda, rukavice, ochranné kalhoty a pevná kotníková obuv.",
