code,change_date,question,media,right_answer,first_wrong_answer,second_wrong_answer
[06050371],(03.01.2016),Tato značka:,/Vestnik/GetImageQuestion/B18_6328349597996.gif,"Zakazuje vjezd vozidlům, která přepravují výbušniny, snadno hořlavý nebo jinak nebezpečný náklad.","Zakazuje vjezd vozidel nebo jízdních souprav přepravujících sypké materiály, které nemají zakrytý nákladový prostor.","Zakazuje vjezd vozidlům přepravujícím ropu nebo ropné materiály nebo jiné látky, které by mohly způsobit ohrožení životního prostředí, zejména znečištění vody."
[06050373],(18.05.2006),"Provozovatel silničního motorového vozidla nesmí provozovat na pozemních komunikacích vozidlo, které:",,Je technicky nezpůsobilé k provozu.,Není opatřeno dálniční známkou.,Má registrační značku jiného státu.
[06050374],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A1a_6328349626376.jpg,"Upozorňuje řidiče na zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Upozorňuje řidiče na dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo, a jejichž bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Upozorňuje řidiče na zatáčku (směrový oblouk) vlevo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy."
[06050375],(02.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/A4 _6328349653729.jpg,Upozorňuje v odůvodněných případech na křižovatku s kruhovým objezdem.,Přikazuje jízdu po křižovatce s kruhovým objezdem ve směru šipek na značce zobrazených.,Označuje dopravní okruh zřízený pro objíždění obce nebo její části.
[06050381],(30.01.2023),"Která z vyobrazených dodatkových tabulek vyznačuje úsek platnosti dopravní značky, pod kterou je umístěna:",,E 8d,E 2C,E 7b
[06050384],(18.05.2006),Řidič smí v provozu na pozemních komunikacích užít:,,"Jen vozidlo, které splňuje technické podmínky stanovené zvláštním předpisem.","I vozidlo, které sice nesplňuje technické podmínky, ale majitel vozidla dovolí vozidlo užít nebo jeho užití přikáže.","I vozidlo, které splňuje jen některé technické podmínky stanovené zvláštním předpisem, pokud řidič dbá při jízdě zvýšené opatrnosti."
[06050386],(18.05.2006),Je řidič povinen dbát zvýšené opatrnosti vůči výcvikovým vozidlům autoškoly?,,Ano.,Ne.,
[06050390],(02.01.2016),Tato dopravní značka řidiče:,/Vestnik/GetImageQuestion/A7b_6328349542506.gif,"Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.","Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.","Bezprostředně označuje umělou nerovnost na vozovce, jejímž účelem je snížení rychlosti jedoucích vozidel."
[06050393],(18.05.2006),"Dopravní značka ""Jednosměrný provoz"" vymezuje úsek komunikace, kde je zakázáno:",/Vestnik/GetImageQuestion/0051_6328349578814.swf.mp4,"Couvat, pokud to není nezbytně nutné, například k zajetí do řady vozidel nebo vyjetí z ní.","Zastavit a stát, s výjimkou míst označených jako parkoviště.","Jet rychlostí vyšší než 20 km.h-1, jestliže dopravní značkou není dovolena rychlost vyšší."
[06050396],(01.10.2018),"Řidič motorového vozidla je povinen podrobit vozidlo technické silniční kontrole největší přípustné hmotnosti na nápravu, největší přípustné hmotnosti vozidla nebo jízdní soupravy nebo technického stavu vozidla nebo jízdní soupravy na výzvu:",,Policisty,"Policisty, strážníka obecní policie nebo celníka.",Policisty nebo strážníka obecní policie.
[06050398],(18.05.2006),"Mohou účastníci provozu na pozemních komunikacích používat tzv. aktivní antiradary, tj. technické prostředky, které znemožňují nebo ovlivňují funkci technických prostředků používaných policií při dohledu na bezpečnost provozu?",,Ne.,Ano.,
[06050401],(28.03.2018),Provozovatel vozidla je:,,"Osoba, která je v registru silničních vozidel zapsána jako vlastník vozidla, není-li jako jeho provozovatel v registru silničních vozidel zapsána jiná osoba.","Každá fyzická osoba, která je držitelem řidičského oprávnění, ale není vlastníkem vozidla.","Každá fyzická osoba, která je držitelem řidičského oprávnění."
[06050402],(18.05.2006),"Je vozka, který řídí potahové vozidlo, řidičem?",,Ano.,Ne.,
[06050409],(18.05.2006),Stát znamená:,,Uvést vozidlo do klidu nad dobu dovolenou pro zastavení.,"Přerušit jízdu z důvodu nezávislého na vůli řidiče, například při závadě na vozidle.",Uvést vozidlo do klidu na dobu nezbytně nutnou k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.
[06050410],(18.05.2006),Dát přednost v jízdě znamená:,,"Povinnost řidiče nezahájit jízdu nebo jízdní úkon nebo v nich nepokračovat, jestiže by řidič, který má přednost v jízdě, musel náhle změnit směr nebo rychlost jízdy.","Povinnost řidiče počínat si tak, aby jinému účastníkovi provozu na pozemních komunikacích nijak nepřekážel.","Povinnost řidiče počínat si tak, aby jinému účastníkovi provozu na pozemních komunikacích nevzniklo žádné nebezpečí."
[06050412],(18.05.2006),"Místo, v němž se pozemní komunikace protínají nebo spojují, nejde-li o vyústění účelové pozemní komunikace na jinou pozemní komunikaci, se nazývá:",,Křižovatka.,Hranice křižovatky.,Spojnice pozemních komunikací.
[06050414],(18.05.2006),"Je jezdec na koni, který se pohybuje po pozemní komunikaci, řidičem?",,Ano.,Ne.,
[06050415],(18.05.2006),"Platí pro jezdce na koni, který jede po pozemní komunikaci, povinnosti a práva řidiče?",,Ano.,Ne.,
[06050419],(18.05.2006),"Vozka, který řídí potahové vozidlo, je:",,Řidičem.,Jezdcem na zvířeti.,Průvodcem vedených a hnaných zvířat.
[06050425],(18.05.2006),Policista smí řidiči na místě zadržet řidičský průkaz:,,Pouze v případech daných zákonem.,Kdykoli.,"Pouze v případě, že řidič požil před jízdou alkohol nebo jinou návykovou látku."
[06050429],(18.05.2006),Zdravotně způsobilý k řízení motorových vozidel není ten:,,Kdo má podle posudku o zdravotní způsobilosti poruchy chování způsobené závislostí na alkoholu nebo jiných psychoaktivních látkách.,Kdo je v pracovní neschopnosti.,Kdo je osobou těžce postiženou nebo těžce pohybově postiženou anebo osobou sluchově postiženou
[06050430],(18.05.2006),"Ten, kdo se v rozporu se zákonem nepodrobil pravidelné lékařské prohlídce a není proto držitelem platného posudku o zdravotní způsobilosti:",,Je zdravotně nezpůsobilý k řízení motorových vozidel.,"Je zdravotně způsobilý k řízení motorových vozidel do doby, než se pravidelné lékařské prohlídce podrobí, nejdéle však po dobu šesti měsíců.",Ztrácí řidičské oprávnění.
[06050431],(18.05.2006),"Od řidiče motorového vozidla podezřelého ze spáchání přestupku proti bezpečnosti a plynulosti provozu na pozemních komunikacích, u kterého je důvodné podezření, že se bude vyhýbat přestupkovému řízení, je oprávněn vybrat kauci:",,Policista.,Policista a strážník obecní policie.,"Policista, strážník obecní policie a celník ve stejnokroji."
[06050434],(18.05.2006),Co se rozumí aktivní bezpečností vozidla?,,Vlastnosti vozidla minimalizující příčiny vzniku dopravní nehody.,Vlastnosti vozidla minimalizující škody v průběhu dopravní nehody.,Vlastnosti vozidla minimalizující následky dopravní nehody po jejím vzniku.
[06050435],(18.05.2006),Co se rozumí pasivní bezpečností vozidla?,,Souhrn vlastností vozidla minimalizujících škody v průběhu dopravní nehody.,Souhrn vlastností vozidla minimalizujících příčiny vzniku dopravní nehody.,Souhrn vlastností vozidla vylučujících následky dopravní nehody.
[06050436],(18.05.2006),Mezi prvky pasivní bezpečnosti patří:,,Zádržné systémy.,Účinný brzdový systém.,Aerodynamická stabilita.
[06050437],(18.05.2006),Airbagy:,,Plní svou funkci pouze při řádném užití zádržných systémů .,Plně nahrazují funkci bezpečnostních pásů i jiných zádržných systémů.,Plní svou funkci pouze ve vozidlech vybavených systémem ABS.
[06050438],(18.05.2006),Pohon všech kol zajišťuje automobilu zejména:,,Zlepšení jízdních vlastností za zhoršených adhezních podmínek.,Lepší akceleraci a snazší dosažení maximální rychlosti.,Snížení spotřeby paliva při současném zlepšení jízdních vlastností.
[06050439],(18.05.2006),Přípojné vozidlo je:,,Přívěs i návěs.,Pouze přívěs.,Pouze návěs.
[06050440],(18.05.2006),Mezi prvky aktivní bezpečnosti patří:,,Dobrý výhled z vozidla.,Airbag.,Deformovatelná příď.
[06050442],(18.05.2006),Mezinárodní silniční doprava je:,,"Doprava, při níž místo výchozí a místo cílové leží na území dvou různých států, nebo doprava, při níž místo výchozí a cílové sice leží na území téhož státu, ale část jízdy se uskuteční na území jiného státu.","Doprava, při které je dopravcem užito vozidlo s registrační značkou cizího státu, který není členem Evropských společenství.","Doprava, při níž mají dopravce a zasílatel bydliště nebo sídlo ve dvou různých státech."
[06050444],(18.05.2006),Při výměně pravého předního kola nákladního vozidla se nejlépe zabrání nežádoucímu pohybu vozidla:,,"Zajištěním levého zadního kola dvěma zakládacími klíny, jedním před kolem a druhým za kolem.",Zajištěním levého předního kola zakládacím klínem před kolem při současném zajištění kteréhokoliv zadního kola zakládacím klínem za kolem.,"Zajištěním pravého zadního kola dvěma zakládacími klíny, jedním před kolem a druhým za kolem."
[06050445],(18.05.2006),"Může řidič motocyklu přepravovat osobu, která nedosáhne nohama na stupačky?",,Nesmí.,"Ano, ale jen v obci.","Může, pokud je přepravované osobě více než 12 let."
[06050446],(02.01.2016),Tato výstražná dopravní značka upozorňuje na:,/Vestnik/GetImageQuestion/A1a_6328354183073.gif,Zatáčku vpravo.,Směr pro opuštění křižovatky s kruhovým objezdem.,Zatáčku vlevo.
[06050449],(02.01.2016),Tato značka:,/Vestnik/GetImageQuestion/A7b_6328354012406.gif,"Upozorňuje na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.","Bezprostředně označuje umělou nerovnost na vozovce, jejímž účelem je snížení rychlosti jedoucích vozidel a je zpravidla označena žlutočernými pruhy.","Upozorňuje na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy."
[06050451],(02.01.2016),Tato dopravní značka upozorňuje na:,/Vestnik/GetImageQuestion/A1b_6328354018131.gif,"Zatáčku (směrový oblouk) vlevo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.","Zatáčku (směrový oblouk) vpravo, jehož bezpečné projetí vyžaduje výrazné snížení rychlosti jízdy.",Směr dopravního okruhu zřízeného pro objíždění obce nebo její části.
[06050452],(02.01.2016),Tato značka:,/Vestnik/GetImageQuestion/A8 _6328354207779.gif,"Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla i za neztížených povětrnostních podmínek.","Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla pouze za ztížených povětrnostních podmínek.","Upozorňuje na místo nebo úsek pozemní komunikace, kde může dojít ke smyku vozidla pouze za deště, sněhu nebo náledí."
[06050454],(03.01.2016),Tato značka zakazuje vjezd:,/Vestnik/GetImageQuestion/B18_6328354215221.gif,"Vozidlům, která přepravují výbušniny, snadno hořlavý nebo jinak nebezpečný náklad","Vozidlům přepravujícím ropu nebo ropné materiály nebo jiné látky, které by mohly způsobit ohrožení životního prostředí.","Vozidlům, jejichž okamžitá hmotnost připadající na nápravu přesahuje hodnoty stanovené výrobcem vozidla."
[06050457],(03.01.2016),Tato dopravní značka znamená:,/Vestnik/GetImageQuestion/B1_6328354245404.gif,Zákaz vjezdu všech vozidel (v obou směrech).,Zákaz vjezdu všech motorových vozidel (v obou směrech).,Zákaz vjezdu všech nemotorových vozidel (v obou směrech).
[06050461],(04.01.2016),Tato značka znamená:,/Vestnik/GetImageQuestion/C 2b.jpg,Přikázaný směr jízdy vpravo.,Přikázaný směr objíždění vpravo.,Jednosměrný provoz.
[06050462],(18.05.2006),Jak při výměně pravého předního kola nejlépe zajistíte vozidlo před nežádoucím pohybem:,,"Levé zadní kolo se zajistí dvěma zakládacími klíny, jedním klínem před kolem a jedním za kolem.",Před levé přední kolo a před libovolné zadní kolo se dá po jednom zakládacím klínu.,Zakládací klín se dá před levé přední kolo.
[06050464],(18.05.2006),Kdy je efektivní používat tempomat?,,Pokud dopravní situace umožní jízdu stejnoměrnou rychlostí.,Jen ve stoupání nebo klesání.,Jen při vysokých rychlostech.
[06050468],(18.05.2006),"Pokud kontrolka směrových světel bliká výrazně rychleji než obvykle, může být příčinou:",,Závada na některé ze žárovek směrových světel.,Závada na přepínači směrových světel.,Závada na startéru vozidla.
[06050472],(18.05.2006),Za jízdy na motocyklu je řidič povinen:,,Mít na hlavě nasazenou a řádně připevněnou ochrannou přílbu schváleného typu.,"Nosit ochranný oděv, například koženou kombinézu.",Používat pouze kožené plné boty.
[06050473],(18.05.2006),Řidič motocyklu nebo mopedu si za jízdy musí chránit zrak:,,"Vhodným způsobem, například brýlemi nebo štítem, pokud tím není snížena bezpečnost jízdy.","Pouze při zhoršených povětrnostních podmínkách, například za deště nebo sněžení.",Pouze za ostrého slunce slunečními brýlemi s ochranným UV faktorem.
[06050476],(18.05.2006),"Může být schopnost k řízení vozidla ovlivněna i po požití malého množství alkoholu, např. půl litru desetistupňového piva?",,"Ano, i malé množství požitého alkoholu snižuje schopnost k řízení motorového vozidla.","Ne, pokud se alkohol pije zároveň s černou kávou.","Ne, malé množství požitého alkoholu neovlivňuje schopnost k řízení motorového vozidla."
[06050480],(18.05.2006),Při jízdě v obci se před Vaším vozidlem náhle objeví kutálející se míč. Jak byste měli reagovat?,,"Okamžitě snížit rychlost jízdy nebo i zastavit vozidlo, protože na vozovku za míčem mohou vběhnout děti.","Pokračovat v jízdě, protože děti vědí, že mají zůstat stát na okraji chodníku a počkat, až auto přejede.","Vyhnout se míči, aby nedošlo k poškození Vašeho vozidla, a pokračovat v jízdě nezměněnou rychlostí."
[06050481],(16.05.2006),Jako řidič vozidla z výhledu:,/Vestnik/GetImageQuestion/5063_6328097216453.swf.mp4,Jste povinen dát přednost vozidlu přijíždějícímu zleva.,Můžete pokračovat v jízdě křižovatkou. Jste na hlavní pozemní komunikaci.,Máte přednost v jízdě před řidičem přijíždějícím zleva.
[06050483],(09.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/5012a_6328096972125.swf.mp4,"Jako první červené vozidlo, jako druhé zelené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem.","Jako první červené vozidlo společně se zeleným vozidlem, následně modré vozidlo společně s Vaším vozidlem.","Jako první zelené vozidlo, jako druhé červené vozidlo, jako poslední modré vozidlo společně s Vaším vozidlem."
[06050484],(18.05.2006),"Přečnívá-li za nesnížené viditelnosti náklad z boku u motorového vozidla nebo jízdní soupravy vnější okraj obrysových světel o více než 40 cm, musí být přečnívající konec nákladu:",,Označen červeným praporkem o rozměrech nejméně 30 x 30 cm.,Označen vzadu červenou a vpředu bílou odrazkou jiného než trojúhelníkového tvaru.,Označen vzadu červenou a vpředu bílou odrazkou trojúhelníkového tvaru.
[06050485],(21.05.2006),Řidič nesmí přepravovat na druhém sedadle motocyklu:,,Osobu mladší 12 let.,Osobu mladší 15 let.,Osobu mladší 17 let.
[06050489],(21.05.2006),Moped:,,Se nesmí vléci ani užít jako vlečné vozidlo.,"Se nesmí vléci, smí se však užít jako vlečné vozidlo.","Se smí vléci, nesmí se však užít jako vlečné vozidlo."
[06050491],(21.05.2006),Motocykl s postranním vozíkem:,,Se smí vléci i užít jako vlečné vozidlo.,"Se nesmí vléci, smí se však užít jako vlečné vozidlo.","Se smí vléci, nesmí se však užít jako vlečné vozidlo."
[06050492],(18.05.2006),Jaké důsledky mohou mít síly působící na náklad při průjezdu zatáčkou?,,Nedostatečně upevněný náklad se může v zatáčce vysypat nebo posunout.,V zatáčce získává vozidlo větší stabilitu v důsledku vyšší hmotnosti.,Průjezd zatáčkou nemá žádný vliv na náklad.
[06050495],(21.05.2006),Čím je rychlost jízdy motocyklu vyšší:,,Tím více musí být v zatáčce motocykl naklopen.,Tím lépe lze projíždět zatáčky o malém poloměru.,Tím více v zatáčkách natáčíme řídítka.
[06050496],(18.05.2006),Při jízdě se před Vaším vozidlem zpoza parkujících aut náhle objeví kutálející se míč. Jak byste měli reagovat?,,"Okamžitě snížit rychlost jízdy nebo i zastavit vozidlo, protože na vozovku za míčem mohou vběhnout děti.","Pokračovat v jízdě, protože děti vědí, že mají zůstat stát na okraji chodníku a počkat, až auto přejede.","Vyhnout se míči, aby nedošlo k poškození Vašeho vozidla, a pokračovat v jízdě nezměněnou rychlostí."
[06050498],(21.05.2006),Motocykl bez postranního vozíku:,,Se nesmí vléci ani užít jako vlečné vozidlo.,"Se nesmí vléci, smí se však užít jako vlečné vozidlo.","Se smí vléci, nesmí se však užít jako vlečné vozidlo."
[06050499],(19.05.2006),Na dálnici musíte počítat se silným bočním větrem především:,,Na mostech.,V podjezdech.,Mezi protihlukovými stěnami.
[06050500],(21.05.2006),Jaká je možná příčina vzniku nebezpečí pádu motocyklu v zatáčkách?,,Olej na vozovce.,Svislé dopravní značení.,Zvýšený okraj na vnější straně vozovky.
[06050501],(19.05.2006),Na dálnici musíte počítat se silným bočním větrem především:,,V otevřeném terénu.,V lesních úsecích.,Mezi protihlukovými stěnami.
[06050503],(21.05.2006),Jaká je častá příčina vzniku nebezpečí pádu motocyklu v zatáčkách?,,Vodorovné dopravní značení.,Snížená krajnice vozovky.,Zvýšený okraj na vnější straně vozovky.
[06050504],(21.05.2006),Za minimální bezpečnou vzdálenost mezi za sebou jedoucími vozidly je zpravidla považován:,,Časový rozestup dvou sekund.,Časový rozestup pěti sekund.,Časový rozestup tři čtvrtě sekundy.
[06050507],(21.05.2006),Při jízdě v obytné zóně se před Vaším vozidlem náhle objeví kutálející se míč. Jak byste měli reagovat?,,"Okamžitě začít brzdit, protože na vozovku za míčem mohou vběhnout děti.","Pokračovat v jízdě, protože děti vědí, že mají zůstat stát mimo vozovku a počkat, až auto přejede.","Vyhnout se míči, aby nedošlo k poškození Vašeho vozidla, a pokračovat v jízdě nezměněnou rychlostí."
[06050508],(17.05.2006),Vozidla projedou křižovatkou v pořadí:,/Vestnik/GetImageQuestion/0287_6328349965122.swf.mp4,"1. vozidlo z výhledu, 2. červené vozidlo, 3. bílé vozidlo.","1. vozidlo z výhledu, 2. bílé vozidlo, 3. červené vozidlo.","1. bílé vozidlo, 2. červené vozidlo, 3. vozidlo z výhledu."
[06050509],(18.05.2006),"Jaké důsledky mohou mít síly působící při průjezdu zatáčkou na větší náklad, který přepravujete na střešním nosiči zavazadel vozidla?",,"Na náklad působí odstředivá síla, takže se může vysypat nebo posunout.","V zatáčce získává vozidlo větší stabilitu, protože náklad snižuje těžiště vozidla.","Průjezd zatáčkou nemá žádný vliv na náklad, nemění se těžiště ani jízdní vlastnosti vozidla."
[06050511],(21.05.2006),Při zapojování vozidel do soupravy:,,Nejprve zapojíme závěsné zařízení a potom zásuvku elektrického spojovacího zařízení.,Nejprve zapojíme zásuvku elektrického spojovacího zařízení a potom závěsné zařízení.,Není důležité pořadí úkonů.
[06050512],(21.05.2006),Brzdná dráha jízdní soupravy složené z motorového vozidla a brzděného přívěsu je v porovnání s brzdnou drahou samotného motorového vozidla:,,Delší.,Kratší.,Stejná.
[06050513],(21.05.2006),Brzdná dráha jízdní soupravy s brzděným přívěsem je v porovnání s brzdnou drahou soupravy s nebrzděným přívěsem o stejné hmotnosti:,,Kratší.,Delší.,Stejná.
[06050514],(21.05.2006),Na silnici pro motorová vozidla:,,Je zakázáno zastavit a stát mimo místa označená jako parkoviště.,"Je zakázáno zastavit a stát, s výjimkou míst na krajnici, kde je parkování povoleno.",Je zakázáno stát mimo místa označená jako parkoviště; na krajnici je zde možné zastavit i mimo vyznačené parkoviště.
[06050517],(21.05.2006),Zvýšené riziko ztráty přilnavosti pneumatik a následného smyku za deště hrozí:,,V úseku s vyjetými kolejemi.,Na silnicích nižší třídy.,Na vozovce s betonovým povrchem.
[06050518],(11.05.2006),Prodleva brzd:,,Brzdnou dráhu prodlužuje.,Brzdnou dráhu neovlivňuje.,Brzdnou dráhu zkracuje.
[06050520],(19.05.2006),"Vozidlo, které přepravuje nebezpečný náklad:",,"Musí být označeno oranžovými výstražnými panely, které odpovídají předpisům.",Musí být označeno zvláštním výstražným světlem žluté barvy.,"Nemusí být označeno, stačí jen prohlášení odesílatele o zboží, které má u sebe řidič vozidla."
[06050522],(21.05.2006),Přetáčivý smyk u vozidla s pohonem zadních kol a manuální převodovkou budete řešit:,,"Sešlápnutím spojkového pedálu a natočením volantu směrem, kterým se pohybuje zadní část vozidla.","Sešlápnutím brzdového pedálu a natočením volantu směrem, kterým se pohybuje zadní část vozidla.","Sešlápnutím pedálu akcelerátoru a natočením volantu směrem, kterým se pohybuje zadní část vozidla."
[06050523],(22.05.2006),Přilnavost mezi pneumatikou a povrchem vozovky je závislá na:,,"Huštění pneumatiky, hloubce jejího dezénu a druhu povrchu vozovky.",Huštění pneumatiky a hloubce jejího dezénu. Druh povrchu vozovky nemá výraznější vliv na přilnavost.,Druhu povrchu vozovky. Huštění a hloubka dezénu pneumatiky výrazně přilnavost neovlivňují.
[06050524],(23.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla vyobrazenou křižovatkou?,/Vestnik/GetImageQuestion/5027_6328097102767.swf.mp4,"1. Vaše vozidlo, 2. modré protijedoucí vozidlo, 3. oranžové nákladní vozidlo.","1. Vaše vozidlo, 2. oranžové nákladní vozidlo, 3. modré protijedoucí vozidlo,","1. modré protijedoucí vozidlo, 2. Vaše vozidlo,  3. oranžové nákladní vozidlo."
[06050525],(23.05.2006),Jste řidičem vozidla z výhledu. V jakém pořadí projedou vozidla touto křižovatkou?,/Vestnik/GetImageQuestion/5030_6328097115749.swf.mp4,"1. červené nákladní vozidlo, 2. Vaše vozidlo společně s protijedoucím modrým vozidlem.","1. Vaše vozidlo společně s protijedoucím modrým vozilem, 2. červené nákladní vozidlo.","1. Vaše vozidlo, 2. červené nákladní vozidlo, 3. protijedoucí modré vozidlo."
[06050526],(03.01.2016),Tato dopravní značka:,/Vestnik/GetImageQuestion/B28_6328336477331.jpg,"Zakazuje zastavení nebo stání, tj. uvedení vozidla do klidu, kromě případů vyvolaných okolnostmi v provozu na pozemních komunikacích jako je např. stojící kolona vozidel apod.","Zakazuje stání, tj. uvedení vozidla do klidu na dobu delší, než je doba nezbytně nutná k neprodlenému nastoupení nebo vystoupení přepravovaných osob nebo k neprodlenému naložení a vyložení nákladu.",Zakazuje zastavení  s výjimkou doby nezbytně nutné k neprodlenému nastoupení nebo vystoupení přepravovaných osob anebo k neprodlenému naložení nebo složení nákladu.
[06050550],(02.01.2016),Tato dopravní značka znamená:,/Vestnik/GetImageQuestion/A2a_6328435770785.gif,"Dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vpravo.","Nebezpečí smyku na místě nebo úseku pozemní komunikace, za ztížených povětrnostních podmínek.","Dvě nebo více po sobě následujících zatáček (směrových oblouků), z nichž první je vlevo."
[06050551],(03.01.2016),Tato dopravní značka upozorňuje:,/Vestnik/GetImageQuestion/A7b_6328435794083.gif,"Na umělou nerovnost na vozovce, jejímž účelem je zejména snížení rychlosti jedoucích vozidel.","Na hrboly, výtluky, díry a jiné nerovnosti ve vozovce nebo na úsek s nerovným povrchem vozovky, vyžadující zvýšenou opatrnost nebo výrazné snížení rychlosti jízdy.",Na vyjeté koleje ve vozovce.
[06050553],(27.05.2006),"Vyžadují-li provozní nebo jiné závažné důvody, aby osoby při vystupování z vozidla hromadné dopravy osob mimo zastávku nebo nastupování do něj mimo zastávku vstoupily do vozovky:",,Je dopravce oprávněn zastavovat ostatní vozidla.,Je dopravce povinen tuto skutečnost neprodleně oznámit policii nebo obecní policii.,Je cestující z vozidla hromadné dopravy osob starší 18 let oprávněn zastavovat ostatní vozidla.
[06050560],(27.05.2006),Jste řidičem vozidla z výhledu. Na vyobrazené křižovatce:,/Vestnik/GetImageQuestion/5004_6328436161656.swf.mp4,"Máte přednost v jízdě před protijedoucím automobilem, ale musíte současně sledovat chování řidiče, který jede před vámi.","Projede křižovatkou jako poslední; jako první projede vozidlo označené zvláštním výstražným světlem žluté barvy, které přijíždí zleva, a hned po něm protijedoucí automobil.",Musíte dát přednost v jízdě protijedoucímu automobilu; poté můžete pokračovat v jízdě do křižovatky.
[06050561],(27.05.2006),"Je-li překážkou provozu na pozemní komunikaci vozidlo, které provozovatel neodstranil, rozhodne o jeho odstranění:",,Policista nebo strážník obecní policie; vozidlo se odstraní na náklady jeho provozovatele.,Správce pozemní komunikace s předchozím souhlasem Policie České republiky; vozidlo se odstraní na náklady správce pozemní komunikace.,Správce pozemní komunikace; vozidlo se odstraní na náklady jeho provozovatele.
[06050564],(27.05.2006),"Při vlečení motorového vozidla na tyči musí být délka tyče taková, aby vzdálenost mezi vozidly nebyla:",,Menší než 1 m a větší než 6 m.,Menší než 1 m a větší než 5 m.,"Menší než 1,5 m a větší než 5 m."
[06050566],(27.05.2006),"Při řízení provozu na křižovatce policistou je řidič vozidla, pro kterého z pokynu policisty taková povinnost vyplývá, povinen zastavit vozidlo:",,Před hranicí křižovatky.,"Na takovém místě, kde bude mít dobrý výhled do křižovatky.","V křižovatce a v takové vzdálenosti od policisty, aby nebyla ohrožena jeho bezpečnost."
[06050576],(28.05.2006),V pěší zóně smí řidič jet rychlostí:,,Nejvýše 20 km/h.,Nejvýše 10 km/h.,Nejvýše 30 km/h.
[06050579],(28.05.2006),Jakou rychlostí je možno přejíždět přes tento železniční přejezd?,/Vestnik/GetImageQuestion/0086_6328440725588.swf.mp4,Nejvýše 50 km/h.,Nejvýše 30 km/h.,Nejvýše 40 km/h.
[06050580],(28.05.2006),Jakou rychlostí je možno přejíždět přes tento železniční přejezd?,/Vestnik/GetImageQuestion/0086_6328440755972.swf.mp4,Nejvýše 50 km/h.,Nejvýše 30 km/h.,Nejvýše 60 km/h.
[06050583],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",/Vestnik/GetImageQuestion/5018_6328097007005.swf.mp4,"1. Vaše vozidlo současně s protijedoucím červeným vozidlem, 2. zelené vozidlo.","1. Vaše vozidlo současně se zeleným vozidlem jedoucím zprava, 2. červené vozidlo.","1. červené vozidlo, 2. zelené vozidlo, 3. Vaše vozidlo."
[06050584],(25.04.2018),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla vyobrazenou křižovatkou:",/Vestnik/GetImageQuestion/5020_6328097014810.swf.mp4,"1. Vaše vozidlo, 2. protijedoucí žluté vozidlo, 3. zelené vozidlo.","1. Vaše vozidlo, 2. zelené vozidlo jedoucí zprava, 3. žluté vozidlo.","1. zelené vozidlo jedoucí zprava, 2. Vaše vozidlo, 3. žluté vozidlo."
[06050585],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, v jakém pořadí projedou vozidla touto křižovatkou:",/Vestnik/GetImageQuestion/5021_6328097020094.swf.mp4,"1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.","1. protijedoucí zelené vozidlo, 2. zelené vozidlo jedoucí zleva, 3. oranžové nákladní vozidlo, 4. Vaše vozidlo.","1. zelené vozidlo jedoucí zleva, 2. protijedoucí zelené vozidlo, 3. Vaše vozidlo, 4. oranžové nákladní vozidlo."
[06050586],(28.05.2006),"Jste řidičem vozidla z výhledu. Určete, kolikáté projede Vaše vozidlo touto křižovatkou:",/Vestnik/GetImageQuestion/5021_6328441505855.swf.mp4,Poslední.,Druhé.,Třetí.
